微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
ICtEdplWw,山东法制报,男,山东,128,51498,山东法制报:【#英国首相约翰逊身体状况好转#】当地时间4月8日，特朗普在白宫发布会上表示，美国与许多国家共享了新冠病毒相关信息。特朗普还称自己与英国官员通话，得知英国首相约翰逊的情况似乎有所好转。在8日举行的英国每日疫情发布会中，英国财政大臣苏纳克表示，首相约翰逊仍在重症监护中，但“情况正在好转”，“可以在床上坐起来”，并能与医生交谈。 原图 ,2020/4/9 7:40,0,0,0
ICtE9ez6U,康桥知园什么时候交房呢,女,河南,39,181,康桥知园什么时候交房呢:#武汉##武汉解封#不吵，不堵车晚上7点，像凌晨3点武汉，像被按下了暂停键热闹被病毒藏起里了每个人和每个人 都隔开了很远还有多久才能脱下口罩面对面问一声 吃了吗？疫情从武汉到全国支援从全国到武汉你看，爱和希望比病毒蔓延更快每一种爱 都刻进武汉的心脏他们不顾生命的保护我们的生命只有一个目的把武汉还给我们把我们还给武汉别怕 再等一等等这个城市重新按下播放键等地铁里的人多到挤不上这一班等大排档里吵到必须扯着嗓子说话等去武大看樱花的人比花还多等过早抢不到最爱的那碗热干面等汽车把二桥堵得望不到头我们可以笑着飙一句我信了你的邪武汉 我们等你也请你们 等等武汉 ,2020/4/9 7:40,0,0,0
ICtE7bB6j,黄河北斗星,男,甘肃,2082,1946,黄河北斗星:中国在此次防疫工作中倾全国之力，用损失数万亿为代价，给全球争取了一个多月的时间。可大多数国家却隔岸观火、冷嘲热讽，直到现在，曾经那些唯恐天下不乱的国家才明白，原来自己才是那个被嘲讽的对象。可此时为时已晚，错过了最关键的疫情防疫期。        不管现在英国的医疗资源有多么的紧张，但是做为一国首相，所能获得的医疗条件，绝对要比普通百姓好很多。如果在这种情况下，都无法挽回其生命，首先会彻底粉碎掉，他曾经给国民所鼓吹的“群体免疫”论。国民的恐慌指数将会进一步上升，并且会让各国对这次疫情，有一个更高的认知度。       世界各国将会提高对疫情的重视程度，采取更加严格的防控策略。很可能会借此说法来说服民众，按照规定隔离，一旦确诊，会要求立刻接受住院治疗。不会再像以前，继续靠所谓的自愈疗法，害人害己，增加感染和传染的风险。古语“自作孽不可活”，绝对是有道理的。        最后，希望全球人民能够早日战胜疫情，一切重回。 ,2020/4/9 7:40,1,0,0
ICtE11PoH,河北综合广播,男,河北,690,375295,河北综合广播:【#世卫组织谭德塞反驳特朗普指责#】世界卫生组织总干事谭德塞周三回应美国总统特朗普批评世卫“以中国为中心”等言论时表示，美国和中国应团结起来共同抗疫，新冠病毒兼传染性和致命性，如果再不作为就会死更多的人。他呼吁全世界都要诚实、团结，不要将新冠肺炎政治化。#世卫组织总干事喊话特朗普#@中报视频 http://t.cn/A6wPooXp ,2020/4/9 7:39,0,0,0
ICtE10cs8,珠海网警巡查执法,男,广东,577,31485,珠海网警巡查执法:【#特朗普把总统比作拉拉队长# 称不想因疫情在国内制造慌乱和震惊】当地时间4月7日，在白宫记者发布会上，记者向美国总统特朗普提问：白宫贸易顾问彼得·纳瓦罗发布警告备忘录时，为何他仍然在淡化新冠病毒对美国的威胁，称“几天之内病例数就会清零”。特朗普回答：“病例数的确暂时没有上涨。我是这个国家的拉拉队长，我不想制造慌乱、震惊和其他不好的东西，同时我也在封锁这个国家，很明显我是担心的。”#美国新冠肺炎确诊超42万例#http://t.cn/A6ZslWv8 ,2020/4/9 7:39,0,0,0
ICtDVDk84,张伯喃语,男,上海,19668,10149,"张伯喃语:海外抗疫日记金马影后陈冲跟老公、两个女儿定居美国，因为冠病疫情越来越严重，近期几乎不离家门、不跟外人接触，陈冲想起跟同在美国的哥哥通电话的内容：“哥哥说，他两边的邻居上个周末都开了大派对，客人们从房子里散到花园里，谈笑风生，莺歌燕舞！” 美国人的防疫意识令陈冲感慨：“这样下去，不知还要多久生活才能恢复正常？"" 原图 ",2020/4/9 7:39,1,0,0
ICtDPbA1F,凯里---东哥,男,贵州,409,189,凯里---东哥:疫情也控制了，清明节也过完了，王市长也签字同意了，要归还我们土地，怎么就没有音讯了。贵州省黔东南州凯里市开怀政府征用有土地证的土地不归还。2013年11月贵州省黔东南州凯里市开怀镇政府为了扩建高速公路东站进出口，拆迁我们凯里市东联贸易有限公司的酒店及汽车维修店，以及接近三亩有土地证的土地被征用。现在已经快六年了，征用土地一直不归还给我们，请领导们给我们小企业做主，我们的黔东南州凯里市政府要什么时候归还我们土地，要等到猴年马月，希望贵州省黔东南州凯里市政府给我们企业一条生路，把属于我们公司的土地归还我们公司。我们公司积极配合开怀政府拆迁，怎么开怀政府，过河拆桥，现在拆迁都六年了，当时答应置换土地一直不给，请有关领导查查，怎么回事。 ,2020/4/9 7:39,1,0,0
ICtDEgYJF,酷哥2011V天下,男,湖北,299,41436,酷哥2011V天下:#国际国内时事新闻[超话]#美国新增新冠肺炎病例超3.7万例 累计确诊逾42万例#新型冠状病毒# 【海外网4月9日|战疫全时区】约翰斯·霍普金斯大学新冠肺炎疫情统计数据显示，截至北京时间4月9日06时30分左右，全球新冠肺炎确诊病例超150万例，共计1504971例。其中美国累计确诊424945例；死亡病例14529例。与前一天6时30分数据相比，美国新增确诊病例37398例；新增死亡病例2244例。纽约州是美国疫情最严重的地区。当地时间8日，美国纽约州州长科莫说，纽约州单日新增死亡病例779例，为有疫情以来增幅最大，累计死亡6268例，已远远超过“9·11”事件，将会下半旗以示哀悼。据了解，2001年在“9·11”恐袭中，共有2753名纽约人丧生。另外，根据荷兰媒体BNO新闻报道，纽约州新增确诊病例10480例，累计确诊149316例，已经超过西班牙的146690例。西班牙目前是除美国之外，确诊病例第二多的国家。 原图 ,2020/4/9 7:39,1,0,0
ICtDAmr8z,包头新闻网,男,内蒙古,333,303352,包头新闻网:【约翰斯·霍普金斯大学：#全球累计确诊超150万例#，#美国累计确诊超42万例#】美国约翰斯·霍普金斯大学8日发布的新冠疫情最新统计数据显示，截至美国东部时间8日15时30分（北京时间9日3时30分），全球确诊病例达1500830例，死亡病例为87706例。　　数据还显示，美国是目前确诊病例最多的国家，其确诊病例累计达423135例，死亡病例为14390例；意大利目前死亡病例最多，其死亡病例达17669例，确诊病例为139422例；西班牙确诊病例达146690例，死亡病例为14673例。确诊病例达10万以上的国家还有法国和德国。(人民日报) ,2020/4/9 7:38,3,1,0
ICu9C8WtT,黔东南新闻网官方微博,男,贵州,1273,143999,黔东南新闻网官方微博:#贵州疫情通报# 【贵州卫健委：4月8日无新增确诊病例，无新增疑似病例，无新增无症状感染者】2020年4月8日0—24时，贵州省无新增新冠肺炎确诊病例，无新增疑似病例，无新增无症状感染者。截至4月8日24时，贵州省累计报告本地确诊病例146例、境外输入病例1例，累计治愈出院病例144例、死亡病例2例、在院治疗确诊病例1例（境外输入确诊病例），现有疑似病例0例、在院治疗境外输入无症状感染者1例。目前累计追踪密切接触者2577人，已解除医学观察2507人，尚在接受医学观察1人。（来源：贵州省卫生健康委员会官方网站） 原图 ,2020/4/9 8:57,0,1,0
