微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
J1yjint97,文明西安,男,陕西,588,78738,文明西安:【#特朗普要求所有白宫人员佩戴口罩#】5月11日，美国总统特朗普在记者会上表示，他要求所有白宫人员戴口罩。但他自己在记者会上仍未戴口罩。此前，特朗普的一名贴身侍从和副总统彭斯的新闻秘书先后确诊，白宫随即升级了防疫措施。特朗普表示，白宫疫情可控，防疫系统并没有失败。#新冠病毒如何侵入白宫##新型冠状病毒# http://t.cn/A6AnHhEN ,2020/5/12 10:15,1,2,0
J1yjehD9I,筑华而立西南科技大学土建实践部,男,四川,675,830,筑华而立西南科技大学土建实践部:【实践菌学榜样】相信大家无论何时去医院都会看到护士。他们常披星戴月，早出晚归；他们白班夜班轮转，生活没规律；他们被叫“白衣天使”，但也跟我们一样是普通人。面对突如其来的疫情，他们挺身而出，用生命守护生命。今天是国际护士节，向白衣战士道声辛苦，也请给予他们更多理解尊重。在疫情发生时，有大批的护士奔赴前线，他们是我们的英雄，亦是我们的骄傲。（文图取自人民日报）@西南科大校团委实践部 @西南科大土建团委 @筑华而立西南科大土建学生会 @西南科大外院实践部 @西南科大材料学院实践部 @西南科技大学环资实践部 @西南科大经管团委实践部 @西南科大生命团委青志实践部 @西南科大马院实践部 [组图共3张] 原图 ,2020/5/12 10:15,1,0,0
J1yj8kUcF,小易在甘肃,男,甘肃,122,26,小易在甘肃:#512护士节# 【2020别样护士节 致敬兰大一院护士队伍携手“战”疫情】有这样一群人，面对疫情逆风而行，义无反顾；有这样一群人，用信念与责任为人民的安全护航，用坚持和勇气撑起生命的保护伞。他们就是白衣天使。2020年的护士节，因为新冠肺炎疫情的发生，令这个节日显得更加特殊而庄重。白衣天使用自己的生命作赌注，只愿千万人民平安健康，他们用行动写下一篇篇感人肺腑的故事……http://t.cn/A6AnghXs 原图 ,2020/5/12 10:15,0,0,0
J1yj76REt,MedSci官方微博,男,上海,1734,22930,MedSci官方微博:【多晒太阳！研究称新冠大流行或与维生素D缺乏密切相关】目前造成新冠肺炎反差性结局的机制仍然未知。迄今为止，公认的新冠死亡危险因素包括男性性别、肥胖、高血压、高血糖、高龄和新冠相关的凝血病。然而，来自美国路易斯安那州立大学健康科学中心、图兰医学院和德克萨斯A&M医学院的研究人员表示，维生素D缺乏可能在新冠肺炎进展中起重要作用。该研究于4月28日以“Vitamin D Insufficiency is Prevalent in Severe COVID-19”为题预发表在medRxiv 上。美国的数据揭示，非裔美国人占新冠死亡人数的70%，而维生素D缺乏在非裔美国人群中十分普遍。因此研究人员对维生素D缺乏和新冠肺炎进行了关联性分析。研究人员通过回顾性地查看新冠患者病历，分析患者25-羟基维生素D（25OHD）水平（维生素D的主要循环形式），确定了新冠重症患者中维生素D缺乏概率。结果显示，84.6%的ICU患者有维生素D缺乏的情况，且75岁以下者100%有维生素D缺乏。对其中8例进行凝血病评分（SIC），显示5例（62.5%）SIC ≥ 4分（正常参考值< 4分）；并且12例（92.3%）伴淋巴细胞减少，9人淋巴细胞≤0.4×103/ul（正常参考值1.10-5.00×103/ul）。鉴于以上数据，研究者推测维生素D缺乏会通过①血栓效应和②免疫反应失调导致新冠病情加重。维生素D在调节先天性和适应性免疫反应方面发挥着关键作用。在免疫反应中，已知维生素D依赖性抗菌途径对新冠病毒等复制过程中产生的双链RNA有反应。这些途径随后上调受损细胞的清除（自噬），以及各种抗菌和抗病毒肽水平。因此，维生素D缺乏可能通过阻碍宿主激活上述防御途径，并影响淋巴细胞和巨噬细胞的迁移，使宿主容易受到新冠病毒感染。另外关于血栓形成方面，曾有研究表明维生素D受体敲除小鼠可表现出血栓形成活性和血小板聚集程度增加。实际上，人们一般饮食中维生素D含量并不丰富，主要依赖接触紫外线(UVB)后内源性维生素D的产生。受光照影响，维生素D缺乏具有季节性、地域性。5月6日预发表在medRxiv上的一项有意思的研究，揭示了维生素D、经纬度、日照与新冠肺炎的关联性，为新冠病毒的滋生原因提供了解释。研究人员从约翰霍普金斯大学的公共数据库中收集了关于新冠病例的康复、死亡数据，并从哥伦比亚大学国际地球科学信息网络中心（CIESIN）收集了相关纬度人口数据，并按纬度分析了每个地点的死亡总人数。结果显示，所有导致大量死亡（3%至37%）的严重新冠疫情都暴发于北纬30度以上地区，北纬30度至55度地区的平均死亡率为11%。热带和南半球国家的疫情很轻微，死亡率为百万分之0.2。http://t.cn/A6Anowm2 原图 ,2020/5/12 10:15,4,0,0
J1yiP7gme,宜春日报v,男,江西,422,394544,宜春日报v:#男丁格尔的别样温柔#【追梦中国人|#国际护士节# ：“男”丁格尔】随着护理事业的发展，男护师的社会认可度不断提高，更多人对护理职业有了高度认同感。沧州市中心医院的孙海鹏作为其中一员，对待病患细密周到，面对困难勇于担当。尤其是当疫情来临，他和同事们选择逆流而上，不分昼夜，不计脏累，不畏牺牲。戳视频↓带你感受白衣勇士背后别样的温柔。http://t.cn/A6AnKEoH ,2020/5/12 10:14,1,1,0
J1yiD0jD0,中原发布,男,河南,6,3416,中原发布:意大利重症病例两月来首次降至千例以下意大利民事保护部门11日发布的数据显示，意大利当天新增新冠确诊病例744例，累计确诊219814例；新增死亡病例179例，累计死亡30739例。当天重症病例降至999例，3月11日以来首次降至1000例以下。当地时间11日，意大利地区事务部长博洽在社交媒体上表示，政府将在几天后根据卫生部的疫情监测数据出台指导方针，允许各大区在遵守防疫规定和确保工作安全的前提下，从5月18日起恢复零售、餐饮及美容美发场所的正常营业。 ,2020/5/12 10:14,0,0,0
J1yhTtDsn,博文红十字会,女,广西,165,191,博文红十字会:💝祝福汶川，致敬白衣天使💝      👉山川抚平伤痕，汶川走向重生！祭奠逝者，祝福汶川。地震十二年 时间或能抚慰伤痛，却抚不去思念与记忆。祭奠每个逝去的同胞，也祝福这座重生的城市。汶川加油，一切安好🌾      💓今天也是国际护士节。今年的护士节非同寻常。面对突如其来的新冠肺炎疫情，数以万计的护士义无反顾，勇往直前，筑起守护生命的长城。      👉她们是坚毅、勇敢、智慧的战士！她们是温暖、专业、奉献的勇士！看见这些平凡而伟大的职业女性，并尊敬、铭记！致敬，逆行中的她们🍃      愿山河无恙，国泰民安 ，苦尽甘来，岁月含香 ✨ http://t.cn/R2WxuYu 显示地图 [组图共3张] 原图 ,2020/5/12 10:12,0,0,0
J1ygsAKY9,北京禁毒,女,北京,245,683790,北京禁毒:【禁毒宣传 | 疫情期开学复课之际禁毒宣传不停步】近日，朝阳区对外经济贸易大学附属中学机场分校迎来疫情之后的开学第一天。为扎实推学校毒品预防教育，坚守校园主阵地，树立开局就是决战，起步就是冲刺的关键意识。机场街道禁毒办抓住初三学年级学生重返校园开学复课之际，走进对外经济贸易大学附属中学机场分校开展禁毒宣传活动。活动针对青少年自身缺乏对危险的鉴别和防范能力的特点，通过发放《全国毒品预防教育读本》进学校、发放禁种铲毒宣传手册，向学生们讲解毒品的种类、外观、对人类的危害和如何辨识和防范毒品，号召广大学生树立科学、文明、健康的生活理念，提高自身毒品防范意识的同时，将禁毒知识带给身边的亲人、朋友，同心协力抵制毒品侵害。此次活动共发放了教育读本百余份，提高了学生们的识毒、防毒、拒毒及预防毒品犯罪的意识和能力，在校园内营造了“健康生活，绿色无毒”的良好氛围。来源：朝阳区禁毒办 @中国禁毒在线 [组图共2张] 原图 ,2020/5/12 10:08,3,0,1
J1ygqbKZb,中拉航空,女,广东,18,192,中拉航空:澳门特区政府将与澳门航空就特许经营续期3年新华社澳门5月9日电（记者郭鑫）记者9日从澳门特区政府民航局获悉，为配合开展开放澳门航空市场的修法工作，并因应新冠肺炎疫情的影响、维持澳门航空运输业的稳定，澳门特区政府将与澳门航空续期3年。这意味着澳门航空的特许经营合同在今年到期后将得到延续。民航局表示，澳门特区政府目前正进行相关行政程序以配合签署合同，详细情况待签署合同后会作进一步公布。澳门航空特许经营合同将于今年11月届满，民航局去年曾表示有开放澳门航空市场的方案。#中拉航空# 原图 ,2020/5/12 10:08,2,0,0
J1yfY8ZLi,烊烊烊烊的倩倩,女,广东,574,11213,烊烊烊烊的倩倩:又是想辞职的一天，她们脑子是瓦特了么，让我一财务去做校医的工作（疫情原因校医辞职了）我都说了我不懂营养搭配，不懂配餐。结果跟我说“没关系你去网上查查，之前校医电脑里面也有资料的，你去看看。”我我不生气我不生气我不生气，我不冲动我不冲动我不冲动。不是幼教专业的我觉得尽量别去幼儿园工作了，除非是公办园，不然会怀疑人生的 ,2020/5/12 10:07,1,0,5
