微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IuQfP7H3C,小右大人的小左乀,女,浙江,373,165,小右大人的小左乀:不为这两天都没有好好吃饭，我就发脾气了，感觉自己的劳动没有得到尊重。事后当事人表示非常后悔，跟小屁孩计较生气划不来啊。然后我问他，你喜不喜欢我？爱不爱我呀？不为满脸笑容乖巧的回答，喜欢~爱~我就想到不知道谁说的，小孩子是无条件爱着爸爸妈妈的啊！心里又是一阵懊悔，啧~不为最近好久一整晚都不会尿尿了，睡前换的尿不湿，第二天起床还是干净的。最近我才突然意识到，是不是到了训练如厕的时机了。这个#冒个泡# 夏天的事情已经安排上了，独立吃饭，摆脱尿不湿。因为疫情已经二十多天没有出门了，不为也在家待的挺好，没有吵闹着要出去。每每在电视上看到医生护士的新闻，都有点想哭。希望春天早点来吧，疫情早点结束，大家都平安健康好好的。 #jiojio的日常牢骚# #不为小盆友的沙雕日常# 原图 ,2020-02-19 02:31,1,0,0
IuQad2uSt,auspicious-realistic-婷婷,女,辽宁,77,2167,auspicious-realistic-婷婷:疫情太烦。 杭州·杭州湖滨银泰in77B区  显示地图 原图 ,2020-02-19 02:17,0,1,2
IuPAW5tXo,小岛青青,男,山东,1730,1049,小岛青青:致敬：我们必须记住的6位逆行而上的抗疫英雄！       1、中国工程院院士——钟南山（身先士卒、封锁武汉）        2、中国工程院院士——李兰娟（呕心沥血、疫苗研发）        3、中国工程院院士——王辰（开创先例、方舱医院）        4、中国工程院院士——张伯礼（尽心尽力、中药救治）        5、中国工程院院士——陈 薇（火速驰援、生化专家）        6、疫情上报第一人——张继先        他们都在武汉，都是冲在最前沿的逆行者，都是中国最优秀的儿女！致敬！👍👍👍 [组图共6张] 原图 ,2020-02-19 00:50,3,1,1
IuPAMEyMe,趙景海,男,山西,13,176,趙景海:【疫情之下，层层加码！让人活吗！】太恐怖了😱……山西榆次一小区简直就是制造恐怖！一个没有一例确诊病例的城区，小区竞然半夜发这样的通知：       每户只办理一张出入证，每户每两天只限一人外出。 这完全过度解读区政府的政策措施了！这期间应该提高防护意识，提高防护措施，大家都有各自的生计，这样还让人活吗？！ 原图 ,2020-02-19 00:50,3,1,9
IuPAHk5cW,Lily-----,女,云南,312,92,Lily-----:#Lily 碎碎念# 最近在忙啥…因为疫情生活也变得无聊了呢，吃饭睡觉聊天中度日，觉得没胃口，之前晚餐过后带狗狗去遛弯回到家门口我有种回到监狱的感觉，生理期心情就开始易燃易爆了，最近是挺烦躁的，以前的朋友还有大学的朋友最近在感情生活上出现的问题会让我觉得恋爱使人疲惫，不过还是有好的事情的，比如弟弟，自从卑微小严成为半个社会人以后我就觉得他成熟了不少，今天早上生他气不理他，死乞白赖的在我房间哭诉我对他冷漠真是让我哭笑不得，但是这位少年总是打游戏，我不知道为啥我这么很不喜欢男生打游戏，算了算了看他们个人吧我心里有数了就好哎呀Lily要打起精神来呀，多一点时间为自己，我在想这样的机会多难得呀，有那么多的时间都是自己的，如果没有好好提升自己多对不起自己呀，不要在恋爱里迷失了，努力的女孩子会发光呢~菜市场关闭了妈妈明天会和舅妈们去昆阳买菜，我想明天早起给妈妈做早餐让她吃了早餐再去，当妈妈真的不容易呢，所以如果不是对方超级无敌好怎么能轻易嫁给他呢还有就是因为当妈妈不容易要多爱自己的妈妈，还有希望娜娜能没事哼，她男朋友真坏，bad boy!!!啊~我弟又喊我吃宵夜了 [组图共3张] 原图 ,2020-02-19 00:49,0,0,0
IuPAqeihE,晓松,男,内蒙古,95,242,晓松:疫情防控打卡。 内蒙古自治区·兴安盟  显示地图 [组图共9张] 原图 ,2020-02-19 00:49,10,0,2
IuPzFfuoC,我叫郭有道,男,河北,253,22,我叫郭有道:这个时候得肺炎真是要命啊，发烧自己来医院检测，2次验血，2次胸片，1次ct。被医院隔离治疗，现在已经已经12天了，感觉身体快好了。4次阴性化验结果，3次ct，1次验血，疫情在这，也是检查的很细致，很认真，每次检查都有护士在我后边喷消毒水，保证我过得地方不被污染。一个人在这屋里，除了护士送饭和输液有人，压力真的蛮大的，情绪不稳定，一直控制自己。为了身边的人，为了自己。加油！我这没确诊的都这样，我在想武汉的这些人压力是得多大，也不知道说啥，加油吧！希望都越来越好。[加油][加油][加油] http://t.cn/RxEvdat 显示地图 [组图共2张] 原图 ,2020-02-19 00:47,7,0,10
IuPzyqRhI,Gehtesdirgut,女,其他,89,10,Gehtesdirgut:疫情结束后要叫好朋友来家里丸：我们中午出门碰面 一起去方yuan荟或者国贸的超市采购 买好多好吃的和食材 一个大袋子一人提一边走回家 休息一下 放上我们喜欢的音乐开始做好吃又好看的饭菜 （发完微博得列个菜单）碗上烤烤肉或者吃火锅再喝一听啤酒 然后可能会开始唱KTV 插上我买的乡村迪吧的闪灯晚上洗澡澡变成香香的猪猪女孩🧚♀️ 换上我准备的睡衣 睡在一起聊天到四五点 第二天中午起来一起做一套Keep 。所以 疫情快结束吧！ 原图 ,2020-02-19 00:46,1,0,0
IuPz4fXDg,等春天的阿晖,男,浙江,507,3534,等春天的阿晖:#想按时毕业的心理学博士小张# 20200218，打卡第四十九篇一篇元分析，关注的是对疾病的风险感知与接种疫苗行为之间的关系。对疾病的风险感知可以分为这么三个方面：①疾病产生危害的可能性有多大？指的是在特定的行为条件下受到危害的可能性，比如可以通过问受访者“如果你没有接种流感疫苗，你今年患流感的可能性是多少？”②易感性，指的是个体的抵抗力或体质强弱，一般可以问“你和其他人相比更容易患流感吗？”③疾病的严重程度，字面意思，一般可以问“流感有多严重呢？”需要注意的是，问问题不是那么简单的，需要注意这样一些问题：①询问可能性要注意，问题的目标对象是否明确？受访者是要对普通大众感染的可能性进行评估还是对自己。②询问可能性要注意时间框架，明确受访者要考虑哪一段时间内的可能性，比如在疫情爆发和未爆发阶段询问同样的可能性问题就可能得到不一样的答案。③易感性问题要明确疾病的类型，不要宽泛地说“我比其他人更容易生病”，这很容易造成误解。如果没有规避上述问题，测量得到的结果很有可能会低估风险认知与实际的健康行为之间的关系大小。本文在考虑上述弊端后，对三十四篇符合条件的研究进行了元分析。结果表明，风险认知的各个维度与接种疫苗行为之间的确存在显著关系。 http://t.cn/z82uwHI 显示地图 原图 ,2020-02-19 00:45,1,0,0
IuPyV6Bvb,Journey206,女,湖北,193,190,Journey206:愿你生命中有阳光怀中有玫瑰愿有屋檐让你躲过风雨愿时光眷顾你愿你永远是少女《下一站是幸福》终于全剧终从早上九点半忙到晚上十一点半没停过半个月的志愿者工作第一次感觉到好累接电话回微信回语音看电脑看手机眼睛都快瞎啦充实且忙碌也好毕竟疫情是个持久战美好的一天emd看到了理想合体大结局2020争取…… 原图 ,2020-02-19 00:45,3,0,1
IuPyQF4EJ,老男孩gg976,男,云南,142,12,老男孩gg976:我特别喜欢那个“一线抗疫战士要喝可乐，可口可乐公司马上安排”的新闻，我也特别喜欢“抗疫战士穿着好的防护服带着自豪展示给家人看”的新闻，特别喜欢“山东抗疫人员到了一线，马上就给他们蒸上了馒头”的新闻。我们更想看的，更想了解的是：“为一线抗疫人员准备了什么”，我们不想看到一线抗疫人员流汗还流泪，他们已经做了很多了，付出了很多了，我不想看到她们牺牲所有，他们也是别人家的孩子，也是有血有肉的普通人，我更想看到的是她们的每一滴眼泪都被珍惜，每一点心愿都能被听见，我希望他们能够在疫情结束放下担子的时候能好好的休息一下。不要让她们不敢说累，不敢说苦，不敢说痛。奉献值得歌颂，牺牲应该被铭记，如果一线战士不幸牺牲了，我们要记住他们的名字，感恩他们的奉献。但是我们应该做的是引以为戒，不再让这种令人痛心的事情再次发生，而不是去标榜“牺牲光荣”。我们应该拒绝利用不必要的牺牲来作秀，拒绝对医护人员的道德绑架，去正视他们的合理需求。 http://t.cn/RxmHjYX 显示地图 原图 ,2020-02-19 00:45,0,0,0
IuPyQpw1U,我是梦圆我怕谁,女,内蒙古,376,465,我是梦圆我怕谁:以前每天躺在床上就可以听到小区里不管有多晚都有人开车回来 汽车压过马路的声音 还会听到有些晚归的人关上出租车门然后出租车再次发动的声音 还有听到很远很远的小区外面趁着深夜进市里送蔬菜和牛羊肉的卡车的声音 这阵子都听不到了 去小区门口取快递的路上 走马路中间都没有车会开过来 之前还总是抱怨雨天时候走这条路没有水坑的地方会过汽车 还想和朋友们晚上从海亮步行回来 然后着着急急的在12点以前回到家 我今年还没去我老去的那家猫咖 也还有好多好吃的没吃 好多想见的人没见 疫情什么时候过去啊 原来被我忽视的生活中的小碎片什么时候回来呀 ,2020-02-19 00:45,1,0,0
IuPyBlKjT,wuliChristine,女,山东,88,15,wuliChristine:最近很焦虑前两天焦虑签证材料，材料搞定后焦虑出签时间，今晚又收到学校临时要求我们加课邮件，选什么课？布没布置过作业？需不需要组队？还有没有名额？授课老师同不同意？Everything is unconcern. I don't like this kind of life.2020能不能重启为什么要有疫情不然我现在就在宿舍里备考雅思准备出国交换了现在躺在家里每天各种胡思乱想 ,2020-02-19 00:44,1,0,0
IuPyAsqfU,宁波话梅,男,浙江,715,534546,宁波话梅:#宁波抗疫在行动# 【2月18日起，宁海人坐公交必须持码上车！】目前我县已恢复7条公交线，包括101线、102线、107线、115线、118线、822线和227线。自2月18日起，凡乘坐公交车必须持码上车。★没有甬行码将无法乘坐公交车，请大家抓紧扫码注册！（无法注册甬行码的将进行实名登记）为保障大家出行安全，请广大市民在乘坐公交车时严格遵守以下防疫规定：1.严禁未规范佩戴口罩者上车，严禁有发热、咳嗽症状者上车，严禁携带活禽上车。2.城区公交荷载20人、城乡公交荷载8人，达到荷载人数后不予上客。3.乘客必须隔排而坐。如有违反以上规定者需承担相应法律责任。疫情期间造成不便，请广大市民理解支持！（宁海在线） http://t.cn/ROdNOqU 显示地图 原图 ,2020-02-19 00:44,1,0,1
IuPyv6YoC,小颖子呀呀,女,江苏,477,94,小颖子呀呀:🔔叮~按時長大🎉🧁🍰🗓️2020.02.19🎂正月二十六♒️水瓶座🎇有配圖🎇🍓祝自己生日快樂🎂  💜ʜᴀᴘᴘʏ ʙɪʀᴛʜᴅᴀʏ ᴛᴏ ME💛❤️希望2020年❤️💌平安喜樂 一生无忧☀️👀家人朋友 平安健康🍀💫所有美好在新的一岁如期而至✨ 生日愿望 希望疫情早点结束，还有赚许多钱去看二爷呀💚 🎊 [组图共3张] 原图 ,2020-02-19 00:44,4,0,4
IuPyir0CN,耒阳事V,男,湖南,29,2337,耒阳事V:#耒阳事# #耒阳防控新型肺炎# ：在我市抗击疫情的关键时期，耒阳市中医院根据新型冠状病毒肺炎防治精神，充分发挥中医药在“治未病”中的预防和治疗的独特作用，煎制了抗病毒、增强免疫功能的中药汤剂，并免费发放到抗击疫情一线，为大家送去温暖，用贴心的服务、暖心的举动，助力疫情防控工作。 http://t.cn/A6hC6SwX ,2020-02-19 00:43,0,0,0
IuPxD4PO1,快兰斯24小时财经直播,女,海外,535,504564,快兰斯24小时财经直播:实时播报：【疫情下的外贸企业生存状况调查：物流不畅单期拉长，企业翘盼积极扶持政策】在一手抓防疫、一手抓复产的双必要条件下，出口企业除了面临开工率不足、防疫物资短缺等普通企业都存在的问题外，还不得不应对海外订单积压及延期、物流不畅成本陡升、供应链不通畅等系列困扰因素。近日记者通过多方采访，试图探析抗疫背景下，出口企业的生存现状。面对疫情，许多出口企业都在“八仙过海，各显神通”，但这些企业最期盼的，还是国家政策上的扶持。（证券时报） ,2020-02-19 00:42,7,3,0
IuPwNluxz,UII优意国际,男,北京,18,104,"UII优意国际:Hugo Boss 的大股东，意大利纺织面料企业Marzotto 增持股权至15%意大利最大纺织面料企业 Marzotto 大幅增加了对于德国时尚集团 Hugo Boss AG （雨果博斯，简称“Hugo Boss”）的投资。据监管报备文件显示，2月7日，Marzotto 家族通过 Zignago 控股集团将持有 Hugo Boss 的股份比例增至15%以上。注：Zignago 是一家玻璃生产商，总部位于意大利威尼托大区的 Portrogruaro，隶属于 Zignago 控股集团，Marzotto 家族的Umberto Marzotto 生前曾长期担任上市公司 Zignago SpA 的总裁。作为 Hugo Boss 的大股东（major shareholder），意大利 Marzotto 家族此前持有该品牌10%的股份，Hugo Boss 的剩余股份多为流通股，主要由机构投资者持有。此则投资消息发布后，Hugo Boss 的股价在2月17日的盘前交易中上涨了5%，是德国中型股指数市场（German mid-cap index MDAX）当日增速最快的股票之一。1月 21日 Hugo Boss 公布了2019年第四季度的销售额同比增长5%至8.25亿欧元，按不变汇率计算第四季度销售额增长为4%，预计公司全年销售额将增长2%, EBIT（息税前利润） 3.33亿欧元。Hugo Boss 将于今年3月5日公布完整的2019财年财报。鉴于新型冠状病毒疫情的爆发，与其他很多品牌一样，Hugo Boss集团 不得不关闭一些中国门店，缩短其他门店的营业时间，但 Hugo Boss 表示目前评价疫情带来的影响为时尚早。关于 MarzottoMarzotto 集团是一家意大利纺织品制造商，总部位于瓦尔达尼奥。源于 Luigi Marzotto 在 1836年于意大利北部 Veneto 威内托大区 Valdagno 小镇创立的小型面料纺织作坊，后成为意大利棉、麻、毛、丝绸面料生产制造方面的领军企业。Marzotto S.p.A 旗下拥有三大事业部，分别为：专业从事羊毛面料生产及分销的 MARZOTTO WOOL MANUFACTURING、生产用于丝绒和家居产品的天然纤维、棉、麻纱线及面料产品的 MARZOTTO LAB ，和以 Ratti S.p.A 为代表的丝绸生产事业部 SETA，并拥有多个知名纱线及面料品牌。 ",2020-02-19 00:40,0,0,0
IuPw8dLfR,导演-袁一木,男,北京,2499,302305,导演-袁一木:饱受风霜雨雪，交警防疫不离不弃。在各入城通道和交通枢纽，青县公安交警大队执行新冠肺炎防疫检查的工作人员们顶风冒雪坚守岗位，确保恶劣天气下疫情防控工作不松懈。（供稿：青县公安局交通警察大队 通讯员：谢彬）#万众一心战疫情# #我在岗位上# #致敬坚守岗位的平凡人# #疫情当前警察不退#  http://t.cn/A6hCiJKy ,2020-02-19 00:38,3,0,5
IuPvUmRWX,跑调小依依,女,江苏,118,203484,跑调小依依:【日本全力援华抗击新冠肺炎疫情 中国网友：感谢！给自己留点吧！】在这次对中国抗击疫情的援助中，日本官民一体，物质援助和支持祈愿并举，赢得中国政府和民众的肯定和敬意。2月17日，日本第五趟包机又飞抵武汉，送来日本各界捐赠的各种物资。让日方没想到的是，中国网友的“画风变了”，评论中不仅有感谢，还有对日方真诚的担忧，呼吁日本朋友们别捐了，你们还要开奥运会，留着准备可能的战疫吧。http://t.cn/A6h9K3E7 ,2020-02-19 00:38,3,1,1
IuPvlbMb1,通行线Toursline,女,其他,778,252901,通行线Toursline:#通行线·航空# 【香港航空调整机上服务 餐食只剩水】据香港航空官网，受疫情影响，香港航空即日起开始限制机舱活动并调整机上服务。调整期间将不提供被和枕头，取消提供杂志（报纸及椅袋内的刊物除外）。最值得留意的是机上的餐食服务取消，只向商务舱乘客提供瓶装水，以及为经济舱乘客提供盒装水#疫情防控交通动态##抗击新型肺炎民航在行动# 原图 ,2020-02-19 00:36,35,2,22
IuPvbqCB5,游仙公安,男,四川,571,21207,游仙公安:【#钟南山强调保持下水道通畅极为重要#】 中国工程院院士钟南山18日在广东疫情防控新闻发布会上表示，防范新冠肺炎，保持下水道通畅极为重要。此前有团队已经在粪便里发现新冠病毒。钟南山认为，新冠病毒并不一定通过消化道传播感染，“而是因为下水道中污染物干了，又通过空气、气溶胶传播，人们吸入造成感染。”他说，这是最合理的解释。 http://t.cn/A6h9zGvE ,2020-02-19 00:36,7,1,7
IuPv9m7KH,微观大秦,男,陕西,2467,3265004,微观大秦:#西安爆料# 【西安一女子#网购口罩被骗275万# 嫌犯投案自首被刑拘】2月11日，西安经开警方接张女士报警称，她轻信网友能买来医用口罩，将275万元通过微信转给对方后被骗。经过侦查，警方锁定嫌疑人藏身于内蒙古，并联合当地警方对其进行追捕。2月12日，嫌犯张某东投案自首，2月15日被押解回西安。（新京报）#西安身边事##抗击新型肺炎第一线##聚焦新冠肺炎疫情#http://t.cn/A6hoD3Jj ,2020-02-19 00:36,9,10,3
IuPv5yBNt,小岛青青,男,山东,1730,1049,小岛青青:关注：武昌医院护士柳帆和院长刘智明先后离世，院方曾透露有严格做防护！       因为护士柳帆感染新冠肺炎去世，以及院长刘智明的的离世，武汉市武昌医院近日成为舆论焦点。        据央视报道，经全力抢救无效，武汉武昌医院院长刘智明因感染新冠肺炎于http://t.cn/A6hCJeSX 。此前南都记者曾报道，该院宣传科工作人员表示，医护人员均有相关护。“N95口罩全供应给了医护人员，也不存在没有防护服的情况。       而今天的媒体采访中，又透露出59岁的护士柳帆一家四口，包括父母及弟弟在17天内先后因感染新冠肺炎去逝！       由此可见本次疫情防治形势的严峻，不容我们有任何懈怠。🙏🙏 [组图共9张] 原图 ,2020-02-19 00:35,1,0,0
IuPv2iNjB,静默守望7,女,山东,492,133,静默守望7:又是凌晨最近像是得了强迫症似的不到凌晨总觉得这一天还没有结束然后然后 不知怎么的刷刷微博看看电视剧片段看看疫情的发展情况不知不觉就凌晨了看着旁边熟睡的爷俩再想想武汉正处于水深火热中的人们我们还有什么理由不好好生活呢可是怎么样才算是好好生活呢附图 ：今日份玩耍的小孩 越来越可爱 [组图共6张] 原图 ,2020-02-19 00:35,0,0,0
IuPuW3U9h,丧气茄子,女,浙江,52,153,丧气茄子:现在还记得在隔离病房上的第一个班，晕头转向手忙脚乱的哈哈哈。超级闷热的防护服，扣的脸巨痛的N95，雾气蒙蒙完全看不清的防护眼罩，生活不能自理要把屎把尿的阿婆...超级庆幸遇到了一个非常优秀有爱的团队，大家一起摸索互帮互助，看着越来越多的病人治愈出院，听着他们梗咽着说感谢我们，觉得一切的辛苦都是值得的。以前真的没有觉得自己多么有责任心多么伟大，现在真的觉得自己很棒哈哈哈哈。结束最后一个班，明天开始隔离修养，希望疫情早日结束，大家都好好的，一切回到正常轨道 原图 ,2020-02-19 00:35,8,0,1
IuPvbqCB5,游仙公安,男,四川,571,21207,游仙公安:【#钟南山强调保持下水道通畅极为重要#】 中国工程院院士钟南山18日在广东疫情防控新闻发布会上表示，防范新冠肺炎，保持下水道通畅极为重要。此前有团队已经在粪便里发现新冠病毒。钟南山认为，新冠病毒并不一定通过消化道传播感染，“而是因为下水道中污染物干了，又通过空气、气溶胶传播，人们吸入造成感染。”他说，这是最合理的解释。 http://t.cn/A6h9zGvE ,2020-02-19 00:36,7,1,7
IuPv9m7KH,微观大秦,男,陕西,2467,3265004,微观大秦:#西安爆料# 【西安一女子#网购口罩被骗275万# 嫌犯投案自首被刑拘】2月11日，西安经开警方接张女士报警称，她轻信网友能买来医用口罩，将275万元通过微信转给对方后被骗。经过侦查，警方锁定嫌疑人藏身于内蒙古，并联合当地警方对其进行追捕。2月12日，嫌犯张某东投案自首，2月15日被押解回西安。（新京报）#西安身边事##抗击新型肺炎第一线##聚焦新冠肺炎疫情#http://t.cn/A6hoD3Jj ,2020-02-19 00:36,9,10,3
IuPv5yBNt,小岛青青,男,山东,1730,1049,小岛青青:关注：武昌医院护士柳帆和院长刘智明先后离世，院方曾透露有严格做防护！       因为护士柳帆感染新冠肺炎去世，以及院长刘智明的的离世，武汉市武昌医院近日成为舆论焦点。        据央视报道，经全力抢救无效，武汉武昌医院院长刘智明因感染新冠肺炎于http://t.cn/A6hCJeSX 。此前南都记者曾报道，该院宣传科工作人员表示，医护人员均有相关护。“N95口罩全供应给了医护人员，也不存在没有防护服的情况。       而今天的媒体采访中，又透露出59岁的护士柳帆一家四口，包括父母及弟弟在17天内先后因感染新冠肺炎去逝！       由此可见本次疫情防治形势的严峻，不容我们有任何懈怠。🙏🙏 [组图共9张] 原图 ,2020-02-19 00:35,1,0,0
IuPv2iNjB,静默守望7,女,山东,492,133,静默守望7:又是凌晨最近像是得了强迫症似的不到凌晨总觉得这一天还没有结束然后然后 不知怎么的刷刷微博看看电视剧片段看看疫情的发展情况不知不觉就凌晨了看着旁边熟睡的爷俩再想想武汉正处于水深火热中的人们我们还有什么理由不好好生活呢可是怎么样才算是好好生活呢附图 ：今日份玩耍的小孩 越来越可爱 [组图共6张] 原图 ,2020-02-19 00:35,0,0,0
IuPuW3U9h,丧气茄子,女,浙江,52,153,丧气茄子:现在还记得在隔离病房上的第一个班，晕头转向手忙脚乱的哈哈哈。超级闷热的防护服，扣的脸巨痛的N95，雾气蒙蒙完全看不清的防护眼罩，生活不能自理要把屎把尿的阿婆...超级庆幸遇到了一个非常优秀有爱的团队，大家一起摸索互帮互助，看着越来越多的病人治愈出院，听着他们梗咽着说感谢我们，觉得一切的辛苦都是值得的。以前真的没有觉得自己多么有责任心多么伟大，现在真的觉得自己很棒哈哈哈哈。结束最后一个班，明天开始隔离修养，希望疫情早日结束，大家都好好的，一切回到正常轨道 原图 ,2020-02-19 00:35,8,0,1
