微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IEUdvo0qw,宁县检察,男,甘肃,2643,8304,宁县检察:【#美国新冠病毒感染病例超89万#】据美国约翰斯·霍普金斯大学新冠肺炎疫情实时监测系统显示，截至美东时间24日下午5时31分，美国共有新冠病毒感染病例890524例，其中包括死亡病例51017例。与该系统约24小时前的数据相比，美国新增感染病例26109例，新增死亡病例3125例。美国总统特朗普当天签署了一项总计4840亿美元的救助法案，为受疫情影响严重的小企业以及医院体系提供资金，并资助旨在扩大新冠病毒检测的项目。副总统彭斯当天表示，大约510万美国人已经进行了新冠病毒检测。24日，伊利诺伊州公共卫生部表示，在过去24小时内，伊利诺伊州报告了2724例新增感染病例，是单日新增病例最多的一天。马里兰州州长拉里·霍根当天在新闻发布会上表示，该州疫情还没有达到峰值，新增病例仍在上升，州政府还没有准备恢复商业活动。弗吉尼亚州州长拉尔夫·诺瑟姆当天也表示，预计在5月8日前不会重新开放经济。与此同时，#美国部分州准备着手解除限制#。佐治亚州24日起允许包括健身房在内的一些设施重新开业。密苏里州州长迈克·帕森表示，从5月4日起，密苏里州将开始放松对企业和一些公共集会的限制。而在田纳西州的大部分县，从下周一起，餐厅可以以一半的客容量重新开张。（人民日报郑琪） 原图 ,2020-04-25 06:59,1,0,1
IEUbYtypp,赵勇夜语,男,江苏,21,1012,"赵勇夜语:都说春天是希望的季节，今年春天旅游业却希望渺茫,一个个旅游企业倒在了2020年的春天,一个个旅游从业者陷入了无工可开的困境，用哀鸿遍野来形容疫情之下的旅游业一点也不为过，用迷茫来形容当下旅游从业者的处境更是恰如其分。早晨去徐庄软件园见个伙伴，做餐饮设计的业务，疫情之下，影响不是很大。中餐的时候，在苏宁的大楼里，很安静，用餐的来来往往，没有任何喧哗与嘈杂，每个人小心翼翼的吃着饭，匆匆忙忙，仿佛这明媚的春光与自己无关，或许吧，当下，每个人都生怕揭开盔甲，这场疫情改变了人们太多的思维方式，相处方式，生活方式，也不知道对错，还是悲喜。对面途牛的大楼依旧灰黄色的外墙，途牛二个字依旧倔强的悬挂于楼顶，只是里面曾经的人声鼎沸，途牛大楼门口曾经的车水马龙，曾经那一眼望不到头的外呼大厅，接下来，又会是一番怎样的景象？ 原图 ",2020-04-25 06:55,0,0,0
IEUbqfiP9,文明金普,男,辽宁,459,3695,文明金普:#战“疫”，文明的力量#  疫情期间社区网格员化身“采购员”    近日，明星社区网格员接到辖区独居残疾老人顾传新的电话，称自己这段时间身体又开始不太好，肾不好的原因导致下肢浮肿，走路需要拄双拐，而且受疫情影响也无法外出购买生活物资，想请求社区帮助区市场买点海鲜。接到电话后，社区领导及网格员第一时间问明需要购买的东西并立即去海鲜市场购买，送到了老人家中，详细询问了疫情期间老人的起居情况，叮嘱老人尽量少出门，别出门，有什么情况及时与社区联系。明星社区属于老旧小区，辖区内独居、空巢老人多，老人们对社区十分依赖。现在又是疫情防控的特殊时期，社区更是成为老人们的依靠。社区会加强对独居、孤寡、空巢等特殊困难老人进行主动关怀和生活物资配送，及时掌握老人生活情况，加强安全和卫生健康相关知识宣传，确保他们基本生活不受影响。 [组图共2张] 原图 ,2020-04-25 06:54,0,0,0
IEUbdx6TC,拱墅检察,女,浙江,359,7217,拱墅检察:#拱墅检察# 【#耿爽提醒美国得道多助失道寡助#】美国国务卿蓬佩奥称，美国不排除要求更换世卫组织负责人，甚至可能自此不再向世卫组织提供资金。对此，中国外交部发言人耿爽表示，美方对世卫组织的攻击、抹黑没有事实依据，施压、胁迫更是不得人心。支持世卫组织发挥作用，就能挽救更多的生命，就能阻止疫情进一步蔓延。这是绝大多数国家的共识，也是任何有良知的人应当作出的选择。（央视记者黄惠馨 李雯婷）http://t.cn/A6wdeEN1 http://t.cn/A6ZH7YNv 显示地图 ,2020-04-25 06:53,2,2,6
IEUaz1lBa,云南发布,男,云南,233,5190806,云南发布:#疫情最新情况#【4月24日0时至24时，云南新增航空境外输入确诊病例1例（中国籍，孟加拉国输入）】4月24日0时至24时，新增航空境外输入确诊病例1例。截至4月24日24时，累计航空境外输入确诊病例11例，治愈出院8例，现有境外输入确诊病例3例。累计航空境外输入无症状感染者4例，尚在医学观察1例。第11例航空境外输入确诊病例信息：男，57岁，中国籍。4月23日从孟加拉国乘坐MU2036航班从昆明机场入境，入境时体温正常。海关采样后，即送至昆明市集中隔离点隔离观察。24日，核酸检测结果阳性，即送定点医院隔离治疗，诊断为新冠肺炎确诊病例（普通型，孟加拉国输入）。（云南省卫生健康委员会） 原图 ,2020-04-25 06:52,132,25,48
IEUataOsH,唐朝琳峰,男,其他,24,15,唐朝琳峰:【#深圳首次公布师生感染情况#：截至4月21日教师6人感染  学生21人感染】4月22日，深圳市政府就做好学校疫情防控召开专场新闻发布会。会上首次公布了深圳此前报告新冠肺炎病例中师生占比数据，截至4月21日，教师感染者有6人（5例为确诊病例，1例为无症状感染者），学生感染者有21人（16例为确诊病例，5例为无症状感染者）。#聚焦新冠肺炎疫情# http://t.cn/A6wuxp47 ,2020-04-25 06:51,0,1,0
IEUa1BXS8,定陶检察,男,山东,1693,56980,定陶检察:【打击网络恶意营销账号！#国家网信办关停账号18576个#】今年3月以来，多个网络账号炒作“疫情之下的某国：店铺关门歇业，华商太难了”“多国渴望回归中国”“钟南山：5月疫情将全面爆发”等“标题党”文章，散布虚假信息，造成极为恶劣的社会影响。针对这些问题，国家网信办有关负责人表示，部分网络账号为获取流量和广告进行恶意营销，有的无中生有造热点，引发社会恐慌；有的冒用权威人士名义，发布谣言误导公众；有的炮制耸人听闻标题，引发群体焦虑和不安；有的恶意篡改党史国史，鼓吹历史虚无；有的诋毁抹黑英雄烈士，消解主流价值观；有的大打色情“擦边球”，影响青少年身心健康；有的大搞“黑公关”敲诈勒索，侵害企业或个人合法权益。这些恶意营销行为扰乱了正常网络传播秩序，损害了广大网民利益，应该予以坚决打击。该负责人还表示，按照国家网信办统一部署，近日北京、上海、广东等地网信部门积极作为，腾讯、新浪、今日头条、网易、趣头条等网站平台主动开展自查自纠，全面排查平台内网络账号恶意营销问题，集中清理相关违法违规信息，严肃处理涉及恶意营销的网络账号。据初步统计，已清理相关文章6126篇，关停账号18576个。（中国警方在线）#定小检播报# http://t.cn/R2WxTrw 显示地图 原图 ,2020-04-25 06:50,0,0,1
IEU9uyNuk,延庆融媒,女,北京,327,106271,延庆融媒:【#美国新冠病毒感染病例超89万#】据美国约翰斯·霍普金斯大学新冠肺炎疫情实时监测系统显示，截至美东时间24日下午5时31分，美国共有新冠病毒感染病例890524例，其中包括死亡病例51017例。与该系统约24小时前的数据相比，美国新增感染病例26109例，新增死亡病例3125例。美国总统特朗普当天签署了一项总计4840亿美元的救助法案，为受疫情影响严重的小企业以及医院体系提供资金，并资助旨在扩大新冠病毒检测的项目。副总统彭斯当天表示，大约510万美国人已经进行了新冠病毒检测。24日，伊利诺伊州公共卫生部表示，在过去24小时内，伊利诺伊州报告了2724例新增感染病例，是单日新增病例最多的一天。马里兰州州长拉里·霍根当天在新闻发布会上表示，该州疫情还没有达到峰值，新增病例仍在上升，州政府还没有准备恢复商业活动。弗吉尼亚州州长拉尔夫·诺瑟姆当天也表示，预计在5月8日前不会重新开放经济。与此同时，#美国部分州准备着手解除限制#。佐治亚州24日起允许包括健身房在内的一些设施重新开业。密苏里州州长迈克·帕森表示，从5月4日起，密苏里州将开始放松对企业和一些公共集会的限制。而在田纳西州的大部分县，从下周一起，餐厅可以以一半的客容量重新开张。@人民日报 原图 ,2020-04-25 06:49,0,1,0
IEU9l6u6w,平顶山综合广播欣悦,女,河南,4154,1357,"平顶山综合广播欣悦:【#美国海军驱逐舰暴发疫情# 已有18人确诊】当地时间4月24日，根据美国有线电视新闻网消息，美国海军""基德 ""号驱逐舰（USS Kidd）暴发新冠肺炎疫情，目前出现了18名感染者。 该舰被派往加勒比/东太平洋地区执行任务。五角大楼发言人表示，第一位检测呈阳性的水手在出现症状时被带离舰上。他在得克萨斯州圣安东尼奥市的一家医疗机构进行新冠检测呈阳性。此后，船上其他水手也被陆续检测出阳性。报道称海军医疗小组正在进行接触者追踪，并隔离可能被暴露的个人。目前美国海军多艘舰艇暴发新冠肺炎疫情，美国海军23日称，停靠关岛的美军核动力航空母舰“罗斯福”号840人在新冠病毒检测中结果呈阳性，其中4人正在医院接受治疗。（央视） 原图 ",2020-04-25 06:49,2,0,0
IEU91A6uI,正义南康,男,江西,1078,30519,"正义南康:【#美国海军驱逐舰暴发疫情# 已有18人确诊】#关注新冠肺炎#当地时间4月24日，根据美国有线电视新闻网消息，美国海军""基德 ""号驱逐舰（USS Kidd）暴发新冠肺炎疫情，目前出现了18名感染者。 该舰被派往加勒比/东太平洋地区执行任务。报道称海军医疗小组正在进行接触者追踪，并隔离可能被暴露的个人。（央视） ",2020-04-25 06:48,5,0,3
