微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IsoBPrsq3,_77-_-,女,浙江,150,66,_77-_-:#2020的愿望很简单#疫情早点结束，大家平平安安。  显示地图 ,2020/2/3 0:27,0,0,1
IsoBzwQ6C,yuananv,女,山东,204,316,yuananv:最近好多天的杂图！好想疫情快点结束 去见想见的人啊555 日照  显示地图 [组图共6张] 原图 ,2020/2/3 0:27,11,0,9
IsoAYxpmm,小万不熬夜a,女,其他,206,51,小万不熬夜a:我真的好想吃好多东西薯片炸鸡汉堡奶茶火锅麻辣烫烧烤炒粉烤肉等疫情结束我一定要吃死自己！太难受了希望这一年也不会生病了～  原图 ,2020/2/3 0:25,0,0,0
IsoAyzheZ,Luna星月糖,女,山西,147,127,Luna星月糖:#最近几天的你# 疫情什么时候才能结束啊，我要抑郁了我都多久没喝奶茶了，对于一个钟爱奶茶的人来说简直是一种折磨 保定  显示地图 原图 ,2020/2/3 0:24,2,0,0
IsozWacVm,_你五岁了吗_,男,其他,0,4,_你五岁了吗_:拜托2020年 大家都平安 不要疫情不要地震不要分别 拜托听到的都是好消息吧  ,2020/2/3 0:23,0,0,0
Isow2srMv,是北极圈的冰山,女,重庆,86,29,是北极圈的冰山:没有想见的人 只希望疫情快点结束 我可以化个妆出个门和兄弟们喝点   ,2020/2/3 0:13,2,0,0
IsouPmlMA,李俊___,女,安徽,104,655,李俊___:希望疫情快点消散  想出去拍照明明超级困   放下手机却瞪大眼睛睡不着..遂又开始翻相册“睡眠虫子”快来叮我  [组图共9张] 原图 ,2020/2/3 0:10,3,0,0
Isor877l7,不二不胖的孙二胖,女,黑龙江,135,167,不二不胖的孙二胖:应该是不会再对其他人这么付出了希望疫情早日过去恢复平静正常的日子希望我所有的家人朋友都平安喜乐 宫孙二胖的微博视频  ,2020/2/3 0:01,3,0,0
IsoqWzK04,枸杞与酒,男,山东,181,12070,枸杞与酒:致敬前线与疫情抗争到底的人，愿每一位医护战士都平安，爱心汇聚，武汉加油！祝早日战胜这场疾病！我保证从今天开始我就不出门了！ #武汉加油#  原图 ,2020/2/3 0:01,401,0,5
Isoqog85c,口木子十zZ,女,吉林,235,174,口木子十zZ:2020.02.02，传了许久千年一遇的日子，向往的诸多美好，本该热闹祥和的春节，在疫情之下统统变成灾难片一样的现实。这个千年一遇的日子就要结束，很多人计划已久却没能在今日实现的小美好，汇聚起来大概能淹没这突如其来的疫情好几次。最近几天以来阳光一直很好，仿佛也在给人们打气，灾难会像连绵的阴雨天被太阳打败一样过去。希望明天早晨醒来，再过上几个阳光灿烂的日子，一切都会好起来。 ,2020/2/2 23:59,1,0,0
Isoqmxohc,SC1NT1LLA,女,其他,118,61,SC1NT1LLA:OK看完无锡新确诊的那例 我坚信人之初性本恶了 自私自利害人害己 我真不是歧视 有些人呢就没文化又不自觉 瞒报有用吗？还不是把自己全家都害得发烧了子女也没脑子 老人去了趟武汉不让她自行隔离观察还去趟日本 回来还去吃酒席 最倒霉的就是小孩 整个家庭的三观都这样 就算没有这次疫情小孩在这种家庭也不会学到多少好的东西 ,2020/2/2 23:59,1,0,16
IsoqlE0sK,copy犟,男,广东,116,464,copy犟:回家过年这段时间，除了疫情不能出门之外，我看透了很多事情，以前寒暑假回家乡，总有几个能够见面的朋友，今年回家，尝试联系了朋友，但都没有见面，也许时间到了，有些人也该从我的人生离席了吧，不管以后关系怎么样，至少以前对你们的好是真心的。如果江湖不能再见，也希望每一位都要好好的。从此以后，家乡除了亲人，将再无牵挂 http://t.cn/R2Wxn5U 显示地图 [组图共3张] 原图 ,2020/2/2 23:59,1,0,0
Isoqjf2Cn,12YEEx,女,重庆,98,211,12YEEx:今天是个特殊的日子 2020.02.02 据说是人类纪元唯一的一次 这个日子也是我一个重要朋友的生日本来不出意外也是要去见她一面的 当面的生日快乐和拥抱她肯定会感动坏吧hhh 所以该死疫情什么时候才能过去呢晚上看了半天的甜星球社 大家的小纸条都好可爱好甜蜜 虽然评论的姐妹都是气死我了气死我了气死我了 但肯定都是心里祝福啦 有个话题是‘聊聊你们一见钟情的故事’评论区大概两千多条回复 几百个故事 我一单身狗倒是看得乐此不疲 有已经幸福快乐在一起的 也有还在努力加油的过程中 屏幕这边我们比谁都急 喊着姐妹冲冲冲 其实想想自己怂到不行 坦白还需借酒和朋友的给力 hhh真的是万事放自己身上 什么都不算数了想想自己或许也有这种感觉吧 人群中一眼相中的人 干净又有少年气 虽然接触了发现和自己开始想的完全不一样 但是那种一眼万年的感觉会永远铭记 今晚看爱五的结局竟然看哭了 突然就感慨了 十年 真的有这么久了吗 想想刚开始也是十字开头的年纪 倒是有些年头了 还好故事的有个美好的结尾 也是意平啦 一个姐妹跟我吐槽 出生碰非典 高考遇肺炎 她出生这个年代也是不容易啦 希望最后一切顺利 年轻这个词只有在夏天里才最能彰显其意义 夏天有热汗浮腾 有树荫低语 有热情肆意 夏天快点来吧 ,2020/2/2 23:59,6,0,4
