微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IDvoECDyu,草原上的好马儿,女,其他,32,9,草原上的好马儿:“九零后、零零后抗击疫情”、“九零后、零零后成抗疫一线主力军”、“多名九零后、零零后消防员战士壮烈牺牲……”最近打开的新闻，多半是这样。我恍然，吾辈之青年，已然能够勇敢的站在战场的最前线，为我泱泱大国撑起一片天。          一个人的一生，只有一次可以成为青年的机会。在这个阶段，我们亦弱、亦勇，可似水柔，也可似钢硬。在这个春天之前，我认识的青年们，是慷慨激昂的诗歌，是悲惨不堪文作，也是鲜血淋漓的历史。直到这一刻，他们就如阳光般照射在我身旁的每一个角落，我知道，他们是每一年里，最好的春天，在寒风禀冽的冬日里蓄势待发，在阳光温暖的春日里抽芽。透过人民逐渐痊愈的伤痛，我们仿佛又看到，他们用青春在呐喊：“国有战，召必回！”我们这一代，已然可以是祖国的一把利刃，在人民需要时，利刃出鞘，不得懈怠半分。         宋庆龄说：“青年是革命的柱石。青年是革命果实的保卫者，是使历史加速向更美好的世界前进的力量。”我们这一代，不该也从未忘却过属于我们的使命。自新冠肺炎疫情爆发以来，在抗击疫情中那些九零后、零零后的天使们，他们毅然决然的坚守在一线的岗位上，不畏牺牲，为民、为国。使我印象深刻的是一位记者采访一位小护士，得知小护士不满二十岁时，便和她说你这么小也还只是孩子，怎么突然决定来一线呢？小护士边笑边说：穿上防护服我就不是小孩子了。还有那个在采访镜头前努力抑制自己不要哭，说会把防目镜哭花影响工作的护士小姑娘，还有许许多多和他们一样的新一代青年，坚守在自己的岗位上，保卫着我们这经过无数次历史的洗礼，来之不易的革命之果。我向来感性，这无数个动人的场景和这累累战果，总让我热泪盈眶。如果热泪盈眶是青春的代名词，我祈祷，吾辈之青年，永远年轻，永远热泪盈眶。         新一代青年，曾被贴上许多令人厌恶的标签。有人说九零后、零零后这一代啃老、坑爹、懒惰、不知上进，无所作为。没人去反驳什么，甚至我也曾经以为，我们这一代人，或许真的就是这样。我们在一代又一代的青年人为我们打下的幸福生活中，抱怨生活的无趣。直到无形的战斗打响第一枪，我看到，我们这一代的青年们，已全副武装。这一刻我仿佛看到在木里火灾中，用生命救火的那一群年轻的消防员们，他们忘却自我，带着青春给予的勇气，带着对民族的羁绊，义无反顾的奔进火海，用生命将烈火扑灭。谁也没有理由再说，我们这一辈不求上进，无所事事了我这么想着。兵来将挡水来土掩，我们，在国难面前，决不退缩，也从未退缩！鲁迅曾说：我又愿中国青年只是向上走，不必理会这冷笑和暗箭。是的，我们应当这样，只管迈开脚步，大胆的向上走，不必理会别人给予我们的标签。        百年前，青年为了祖国的前途命运而奔走呼喊、平灭敌火、保卫中华；百年后，青年秉承先辈精神冲锋在前投身战“疫”、上刀山下火海、复兴中华。我们这一代，时刻谨记长辈的教诲，时刻谨记伟大中华民族的复兴之梦。我们这一代，是祖国的花朵，也可以是祖国护盾。我们应该像李大钞先生所说：“青年之字典，无‘困难’之字，青年之口头，无‘障碍’之语；惟知跃进，惟知雄飞，惟知本其自由之精神，奇僻之思想，锐敏之直觉，活泼之生命，以创造环境，征服历史。” ,2020/4/16 1:57,2,1,0
IDvld2yGd,嗒嗒下午茶,女,广东,440,0,嗒嗒下午茶:受疫情影响进口奶油价格普遍上涨了30%……现在的基础原材料基本上涨价的涨价，没货的一直持续没货，唉，扛着成本压力不升价嘛还是用廉价材料取代，我都做不到……过去一整年我够任性地就冲着兴趣大过天，当练手当累积经验当储客源等等等的理由我从来就不计成本了，其实客户也算是累积了一些，接下来应该是要进入收支平衡甚至是要有生成利润的一年了吧……但是看看现在的情况，各行各业都不容易，我还是想想就算了吧……艰难呢……这几个月我一直因为疫情问题和照顾孩子为由推掉了一些订单，其实心里也憋屈，但心存感激还会很多客户想订蛋糕的时候想起了我……艰难的时期总会过去的，疫情受影响的时期也总会过去的，再过一段时间吧我会再回到甜品的世界里，继续坚持初心做好我的每一份小蛋糕的 [组图共9张] 原图 ,2020/4/16 1:49,0,0,0
IDvkYxiQa,快兰斯24小时财经直播,女,海外,536,507258,快兰斯24小时财经直播:实时播报：【欧盟禁止因疫情而接受入股援助的公司支付股息和奖金】英国《金融时报》援引一份文件称，接受欧盟成员国因新冠疫情而进行的股权注资的企业将不得派发股息，回购股票或发放奖金。这些企业也将被禁止承担“过度风险”、从事“积极的商业扩张”和收购竞争对手股权注入比例超过20％的公司将被要求制定明确的退出策略。 ,2020/4/16 1:48,5,1,1
IDvkxEvQW,柒雪ly,女,广西,35,73,柒雪ly:自从离开了之后，我无所事事地颓废着，用“疫情”的借口，搪塞了很多人，表面光鲜亮丽，迷人微笑，其实心里很慌张，一边害怕着父母的老去，一边看不到生活的希望，殊不知多少深夜不眠，曾有朋友跟我说“生活就是不尽如人意的，能在家多陪陪父母，其实也不错”，但口袋空空的时候，真的难熬，想过找工作，也曾早起踏公交车几十公里的路面试，结果等来一句“你不是最合适的。”希望你们都好，而且比我好！ ,2020/4/16 1:47,1,0,5
IDvjPDT78,勇敢的Baby丹琳Linda,女,浙江,702,2600,勇敢的Baby丹琳Linda:#Juno&Lachlan# #海外抗疫日记# #澳洲疫情# 一个猝不及防的更新之——澳洲超市竟然被抢空了！维州目前已经宣布进入紧急状态，但除了大型活动被取消以外还没有感受到什么大的改变。封城还遥遥无期，学校也没有全部停课。然后我也是真的没想到，超市是见证维州进入紧急状态的唯一地点…… http://t.cn/A6zOATfa ,2020/4/16 1:46,0,0,0
IDvjqtOJr,张宁芯1996很快乐,女,辽宁,218,100,张宁芯1996很快乐:#Juno&Lachlan# #海外抗疫日记# #澳洲疫情# 一个猝不及防的更新之——澳洲超市竟然被抢空了！维州目前已经宣布进入紧急状态，但除了大型活动被取消以外还没有感受到什么大的改变。封城还遥遥无期，学校也没有全部停课。然后我也是真的没想到，超市是见证维州进入紧急状态的唯一地点…… http://t.cn/A6zOATfa ,2020/4/16 1:45,0,0,0
IDvj1E2vs,放刺FEVER,男,上海,432,62176,放刺FEVER:#网易电音品牌放刺FEVER# 【新作预告】The xx乐队成员Jamie xx新专辑“ldontknow”预计将于5月1日发布，新作“ldontknow”现已释出。Jamie xx把疫情在家的时期作为了自己“倾泄”音乐的机会，他很耿直地告诉大家，自己在近期并没有创造出新音乐。Jamie在去年的现场播放了这首作品。 http://t.cn/A6w6Nnwz ,2020/4/16 1:44,4,6,2
IDvigq9b7,大清新xiaoy,男,江苏,464,274,大清新xiaoy:我们的媒体把数字摆在那却没人敢分析？大众也不愿自己分析，还在那担忧感染率太高，看谁都像要害了自己似的。武汉38万人核酸检测，测出243例无症状感染者。武汉近一周爆出来的确诊病例是个位数，平均到38万人中，更是几乎可忽略。如果认为这些确诊是有症状，那这个无症状/有症状的比率难道算不出来吗。我认为病毒是动态发展的，你现在在国内能感染上的covid19，和武汉前期掀起腥风血雨的病毒，早就不是一回事了。病毒一开始大家都不懂，说的严重点可以引起大家重视，现在疫情都三个月了，全世界有数百万的数据，这时候还吓自己就没意思了。真是想不到有一天恐慌化病毒也成了政治正确……我们防疫做的好是可以用数字说话的，不需要别的东西来衬托。 ,2020/4/16 1:42,1,0,0
IDvib7JEd,今年一定会瘦的_,男,广东,306,153,今年一定会瘦的_:深夜伤感#伤感来源是我刷抖音刷到了一条RNG的视频，看到了S7 S8的遗憾，想起来那两年我看比赛时候的心情，也真的再n次为小狗遗憾。遗憾着遗憾着我就想起了部门，就翻起了相册，有太多太多的回忆，（主校小分队在例会后去找海滨小分队深夜压马路、大家一起去金沙湾臭屁拍照、一起宵夜、一起电影）当初的策划部确实是我最怀念的时候，那时候虽然是个混子但是很开心，但是真的也有一些意难平吧，也就跟S7 S8一样回不去了。然后又因为留任心系了创设部，本来这学期约了好多东西，因为疫情大家也就只能线上吹吹水了，只能莫名其妙的换届了，我真的想想都好不爽，我真的挺喜欢他们的，可是好像也就这样了 [组图共6张] 原图 ,2020/4/16 1:41,0,0,0
IDvi7fhnf,风轻云淡念念不忘,女,北京,24,5,风轻云淡念念不忘:4.16深夜，窗外正在下着2020年第一场春雨，电闪雷鸣，轰隆隆。没想到，这次的春雨来势汹汹，还让人没想到与春天的和风细雨背道而驰。2020年全球的非冠疫情，给我们生活在安逸，心躁，随心所欲的所有人上了一节生动的珍惜生命的课程。让我们从思想上更加重视生命、健康，让我们从行动上学会主动去爱身边的人，不计较，不奢求，不埋怨。若安好，便晴天… [组图共2张] 原图 ,2020/4/16 1:41,1,0,0
