微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
Iwm5Vm7jD,水果女孩·,女,其他,109,84,水果女孩·:一家三口聊天到深夜，家庭关系在疫情期间经受住了考验。  ,2020/2/29 1:24,2,0,0
IwlSQuF0B,情到深处人孤独201708,女,浙江,150,2,情到深处人孤独201708:我正在看【趁年轻（电视剧《趁我们还年轻》片头曲） - 张云龙 - 单曲 - 网易云音乐】，分享给你，一起看吧！ 趁年轻（电视剧《趁我们还年轻》片头曲） - 张云龙 - 单曲 - 网易云音乐 我希望疫情快点过去能见到我爱的人正如这首歌所说的我希望道路能在三月份恢复我也能够快点结束疫情能和爱的人见面 http://t.cn/Eae0hEs 原图 ,2020/2/29 0:52,1,0,0
IwlSKhJCp,小小小乐乐丫,女,江苏,140,72,小小小乐乐丫:#天津拾荒老人被打#看了视频真是揪心。如此特殊的时期，流浪拾荒人员的归置也很关键。早先就在想，我们都很难买到口罩，更别提他们了。这个时候能像以前一样谋个温饱对他们来说应该已经很难了，做好自身防护更是奢侈。按规定执法没问题，请多些关怀，不要伤害！！！不知道疫情期间有没有设立这个群体的专项基金，想要捐款 ,2020/2/29 0:52,18,1,0
IwlSJpIy1,妞妞_9501,女,黑龙江,373,86,妞妞_9501:#朱元冰[超话]##30天安利朱元冰# #陪朱元冰一路繁花似锦#Day21最感动的一次经历大人很暖，总是温柔的默默给冰糖很多好比疫情期间的直播好比一月十一在群里发的话好比。。。嗯大人总是那么温柔最感动。。。好多啊，说不完话到嘴边还不会说说个最激动的吧一月一日在大家微博都卡的秃噜皮的时候我发了新年快乐，然后大人也回复了新年快乐真的超级。。。激动虽然再也没被翻过@朱元冰Ryan 要不要考虑再翻一次我好吧，过今天也是日常喜欢朱元冰的一天#陪朱元冰一路繁花似锦# @朱元冰Ryan #陪朱元冰一路繁花似锦# 原图 ,2020/2/29 0:52,1,0,0
IwlSjp55V,楠村桐,男,广东,311,18,楠村桐:关注疫情至今从未因某条新闻或某条视频而落泪。今晚日推推了崔一乔的歌，这是我继黑撒之后听过的第二位西安民谣乐手。西安的方言一如既往地好听。歌曲唱的是她的情感、是对西安的记录，还有对姥姥的爱。这些都是在地的情感，永远淳朴、简单，这是普通人在表达自己啊。灾难面前，无论天灾人祸，永远受难的都是普普通通的人啊。一条条的生命，就这样逝去。他们会化作流星吗，还是汇入江河吗，他们不会啊。不在了便是不在了，永远不会回来了。生命啊，普通的生命啊，无论面对什么都如此的无力吗。那些痛苦挣扎的人，他们没有表达的方法，音乐、文学、艺术，一切的文化似乎都不为他们掌握，可是文化表达的，阐述的，正是这些人啊！ ,2020/2/29 0:51,1,0,3
IwlSfA3MP,安徽之声,男,安徽,508,113985,安徽之声:【把好农贸市场疫情防控关】为进一步做好全乡疫情防控工作，安徽肥西县严店乡三到位把好农贸市场疫情防控关，切实方便广大人民群众日常生活需要。据乡食安办统计严店、苏小、刘河三个农贸市场日均人流量分别约为2000人、400人、800人，为落实疫情防控工作需要，上述三个农贸市场均第一时间设立了防控检测点，配备体温测试枪，对进入农贸市场的群众均进行体温检测；同时食安办、林业站、市场监督管理所开展随机突查，杜绝任何活禽交易及非法野生动物交易，严格规范市场经营行为；此外保洁公司每天对农贸市场进行3次全面清洁消毒，进一步净化了市场环境。（通讯员：姚远） [组图共4张] 原图 ,2020/2/29 0:51,0,0,0
IwlSep7FH,Olivia-伊娃,女,北京,691,82,Olivia-伊娃:今天是2月份的最后一天。大晚上的我感到很幸福，莫名其妙的。想祝愿这个世界江河依旧，想愿大家都开开心心的，并且一定要幸福呀。我感谢年龄带给我的觉悟，我没有以前的过多的焦虑与不安。我很喜欢现在的自己。我喜欢自己一天天变老，假如真的到了生命的尽头，我愿意一头扎进，然后安静的睡着。对于死亡，我以前不敢提这两个字眼，可是出现在脑子里多了，也就见惯不惯了。未来说遥远也不远，若干年之后，我不知道我会变成什么样子。是这个世界的一粒尘埃吗，会有来世吗？古装剧有时看的多了，和现代科学相矛盾，我想过很多世界，不敢说，害怕把我的一切幻像打碎。希望疫情可以赶快过去，我想带着自己一一去实现那些梦。世界太大了，有意思的人太多了，一定要等我来掺和呀。晚安💤 ,2020/2/29 0:51,1,0,0
IwlWhyZQZ,xing盘小仙女筱狄姐姐_,女,辽宁,129,73,xing盘小仙女筱狄姐姐_:很少有人能压得住#白羊座#。因为白羊座的人内心非常叛逆。能压住他的，都是愿意被其驯服的那个。这个人有的某个品质一定是白羊座的人缺少的，而且是渴望得到的。所以才会膜拜他，才会甘心被他驯服。但是白羊座的人真的好少会打从心底膜拜一个人，因为他们觉得自己才是最棒的，有木有? #星座# #下周将是伊朗疫情爆发高峰期##每日运势# [组图共9张] 原图 ,2020/2/29 1:01,0,0,0
IwlSjp55V,楠村桐,男,广东,311,18,楠村桐:关注疫情至今从未因某条新闻或某条视频而落泪。今晚日推推了崔一乔的歌，这是我继黑撒之后听过的第二位西安民谣乐手。西安的方言一如既往地好听。歌曲唱的是她的情感、是对西安的记录，还有对姥姥的爱。这些都是在地的情感，永远淳朴、简单，这是普通人在表达自己啊。灾难面前，无论天灾人祸，永远受难的都是普普通通的人啊。一条条的生命，就这样逝去。他们会化作流星吗，还是汇入江河吗，他们不会啊。不在了便是不在了，永远不会回来了。生命啊，普通的生命啊，无论面对什么都如此的无力吗。那些痛苦挣扎的人，他们没有表达的方法，音乐、文学、艺术，一切的文化似乎都不为他们掌握，可是文化表达的，阐述的，正是这些人啊！ ,2020/2/29 0:51,1,0,3
IwlSfA3MP,安徽之声,男,安徽,508,113985,安徽之声:【把好农贸市场疫情防控关】为进一步做好全乡疫情防控工作，安徽肥西县严店乡三到位把好农贸市场疫情防控关，切实方便广大人民群众日常生活需要。据乡食安办统计严店、苏小、刘河三个农贸市场日均人流量分别约为2000人、400人、800人，为落实疫情防控工作需要，上述三个农贸市场均第一时间设立了防控检测点，配备体温测试枪，对进入农贸市场的群众均进行体温检测；同时食安办、林业站、市场监督管理所开展随机突查，杜绝任何活禽交易及非法野生动物交易，严格规范市场经营行为；此外保洁公司每天对农贸市场进行3次全面清洁消毒，进一步净化了市场环境。（通讯员：姚远） [组图共4张] 原图 ,2020/2/29 0:51,0,0,0
