微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IsybG6eRv,a-章泽天,男,云南,286,90,a-章泽天:疫情降下去吧 贵阳  显示地图 原图 ,2020/2/4 0:50,0,0,2
Isy8Gb40Q,Lia-y澳宝,女,海南,67,29,Lia-y澳宝:愿疫情快快结束～愿所有人都平安健康  原图 ,2020/2/4 0:43,1,0,0
Isy1GpflR,法罗力Ferroli,男,广东,156,1528,"法罗力Ferroli:新型冠状病毒肺炎疫情突然来袭，我们看到了疫情蔓延向全国，也看到全国的支援四面八方地拥向有需求的地方，也看到有那么一群人，他们不顾生命地保护我们的生命安全。爱和希望比病毒蔓延更快！疫情当前，致敬【逆行】的天使们“哪有什么岁月静好,不过是有人替你负重前行。”------火灾时，有人逆行冲向火场；水灾时有人手拉手筑成人体防线；同样地，在疫情面前，也有这群可爱的白衣天使守护健康！共抗疫情  法罗力在行动当大家的关注力集中在核心城市时，基层卫生院同样需要改善条件。由于疫情来得突然，硬件设施的欠缺，基层医务人员在承受着压力与危险。作为深深扎根中国20多年的法罗力时刻心系着中国民情，从汶川捐赠到山村小学捐赠，少年体育团体资助……这一次，我们也当仁不让！法罗力热能设备（中国）有限公司是意大利独资企业，2000年进入中国，分别在中国山东青岛、广东鹤山设有生产基地，主营产品涵盖：商业锅炉、壁挂炉、热水器、厨房电器等暖通卫浴产品；在了解需求后，中国区高层迅速组织【驰援行动】，为新乡200多个基层医疗机构及防疫一线工作人员捐赠电热水器，为他们提供健康的便利的生活热水；送上企业的暖心，让温暖守护这群可爱的天使。意大利总部对中国区疫情保持高度关注，我们的【驰援行动】得到了意大利总部十分肯定和支持。在这次行动中，中国区高层要求加速进行仓库调运，物流沟通及对接区域落实等。 原图 ",2020/2/4 0:26,3,0,0
Isy1CjK3h,范明超,男,北京,1054,1941,范明超:3333+第1149天  #保护好自己#  2020年2月3日，周一，农历正月初十。  疫情肆虐，保护好自己就是最好的贡献！护住自己的头面部，注意个人卫生，阻断病毒传播途径，为了自己和身边的人，也为了我们美好的家园。  一起努力，从小事做起；莫小看这微小的努力，柳暗花明，往往就在山重水复时图片来自网络 原图 ,2020/2/4 0:26,0,0,0
Isy1t9Xgk,山下青雫,女,海外,379,257,山下青雫:#疫情过后的第一件事# 去动物园  ,2020/2/4 0:25,0,0,0
Isy1sd5EP,人民教师哈男男,女,安徽,541,649,人民教师哈男男:#北京发现41起聚集性病例#追完剧看到来自姐妹的“赞扬”（？？）每天就是吃饭睡觉微博看书淘宝追剧小说网恋撸猫逗狗突如其来的疫情让我们不得不宅在家里 可是 非常希望这一切赶紧结束 该上学的上学 该上班的上班 该做生意的做生意 建立在别人恐慌心焦上的舒适与安逸 真是愧疚……不出门是我唯一能为那些正在努力隔开我们与病毒的战士们提供的配合了太难受了 等武汉好了 我一定要去狠狠地吃几碗热干面！！！ 原图 ,2020/2/4 0:25,3,0,3
IsxYN4wQ7,懒紆,女,浙江,353,229,懒紆:记2020.2.3 （其实是我自己太懒了早点不写 结果来不及了都第二天凌晨了）这个男人竟然不嫌弃我睡觉丑？？我跟他说了我睡相特丑还流口水 他居然还夸我可爱 呵 果然恋爱中的人就是现在每天醒来都会看疫情的情况 然后叹气 害 又严重了 豪豪说得对 明明我们同校同城 偏偏成了网恋！！？这可太难了 不知道什么时候才可以见到 感觉不见面论文也没法写下去了豪豪每天早上醒的很晚吃完饭上来 才中午又和我说困困的了！！被我diss了好几天 跟他闹 让他睡 他说不睡 等女朋友 我直接说我不配 我不是小宝贝 结果他说你不是小宝贝你是我家小可爱 我其实真的不知道他说这句话的时候是有心还是无心 他的回答出乎我的意料 一句话挑明了我在他心里的位置 原来注重细节真的可以让我那么开心今天实在无聊了找我妈拍了森林来信和雪松 然后我和他说我在劝我爸陪我拍dk 我爸拒绝 可是他却说他陪我拍 明明他总是说自己不喜欢拍照 说自己不好看我刚准备截完最后一张图 去写日记 豪豪突然和我说他决定要吃东西 然后聊天记录回到了刚刚 我和他说了 他说我的日记可以写的短一点 他喜欢我多一点就好啦 这是什么神仙男友 [组图共8张] 原图 ,2020/2/4 0:19,0,0,0
IsxYLzgFV,肇庆供电,男,广东,197,1962,肇庆供电:#抗击疫情 央企行动# 【彻骨寒风冷雨夜 供电保障暖人心】2月3日，德庆县下了一整天的雨，使原本就寒冷的天气更附加了“魔法伤害”。为确保德庆各高速路口的“疫防测温点”的正常用电，也为确保通宵奋战的防控战士们的光明与温暖，南方电网广东肇庆德庆供电局党员突击队不畏严寒，坚持到各个点进行用电检测和隐患排查，保障临时防疫点的用电安全。彻骨寒风冷雨夜，有坚守阵地的一线防控工作者，更有供电蜀黍的贴心用电保障，这场疫情防控阻击战，我们定能胜利！@广东电网 @南网50Hz @掌上肇庆 @平安肇庆 @肇庆发布 @中国电力报 @国资小新 @央企头条 @广东发布 @青春南网 @中国青年报 @广东电网公司团委 @中国电力新闻网 [组图共8张] 原图 ,2020/2/4 0:19,1,0,0
IsxYAkEiC,laysayxz,女,湖北,464,28,laysayxz:@努力努力再努力x 有很多话想对你说我是一个默默无闻的人，你却是一个闪闪发光的人，给了我超多正能量！从极限挑战第二季开始喜欢你的还是因为闺蜜给我推荐了这个综艺，真的被你的单纯、善良、努力……哎呀反正很多优点给吸引了当你出了外婆这首歌，我第一次听是在公交车上，当时眼泪就憋不住了，看了工作室的通告@张艺兴工作室 我哭的简直稀里哗啦的，因为我从小也是外公外婆带大的，他们现在仍然健在，但是身体却一天天的衰老，而我又因为学业，压缩不出太多时间去陪伴他们，本来今年过年可以见到的，可是因为疫情路被封了，我只能通过冰冷的手机来表达我的思念，我还告诉我婆婆等到6.8号我高考完了我一定去陪她一个月，她非常高兴的说那我喜欢，我很惭愧，也有很多追问与感慨，难到成长就是这样慢慢的与关心自己的人疏远，被距离隔离的过程吗？我希望不是，可现实好像便是如此，我们的路越走越远，却也离关心自己的人越来越远，等到停下回头看看时，竟觉得对他们满是遗憾，为什么不在有时间的时候多陪陪他们？为什么在他们面前老是控制不好脾气？在这些追问与感慨中我从你身上学到了很多，你的努力，你的坚持给了我很多勇气，给了我巨大的力量，虽然我的妈妈很不喜欢我追星但是我知道你对我来说更像是一个能激励我的人生导师，让我在路上永不退缩！[加油] ,2020/2/4 0:18,1,0,0
IsxYzrjnB,居老师笑起来真好看,女,陕西,94,116,"居老师笑起来真好看:回到了银川，小区门口坐着一堆人，又是测体温，又是喷酒精，登记你从哪里来，怎么来的，车牌号，身份证号，手机号，楼门号，小区里的每个人都戴着口罩，还有保安在巡逻，还有人在用喷壶到处消毒。只能说这场疫情让每个人都变得小心翼翼，人心惶惶。从一个完全隔离的安全的地方来到这个""不安全的处处被隔离""的城市，内心真的一万个不愿意啊，还被人要求隔离哎，真希望这个疫情早点结束，生活早点恢复正常吧，2020年这个开头就让人很难过，这也是我切身体会最强烈的一次疫情，希望快点好起来吧，真心干啥啥不行，怕死第一名 ",2020/2/4 0:18,0,0,2
