微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
J1l2ChV7e,耿耿有九亿家产,女,北京,61,123,耿耿有九亿家产:202005091.爷爷式幽默和爷爷赶集回来的路上，拐个弯儿就到家了，爷爷问我，知道回家的路吗，我配合的说不知道，然后爷爷说，那我带你回家行吗，我说好！小时候，和爷爷一起去菜园摘菜，路上，拉着爷爷的手，爷爷的大手一转，两根手指搭在我的脉搏上，说，别动，我给你号脉。许久，说，身体好的很，能活到一百岁不？2.村长式负责中午酒席散了，找村长拿社保卡，他有点微醺。过了好久村长还没回来，我说他不会回家直接睡了吧。一个邻居爷爷说，不会的，只要是他队长份内的事绝对不含糊，之前疫情的时候，封村，每天早上五点多他就到路口守着，俩月一天也没含糊，隔壁村都夸他！ ,2020/5/11 0:28,3,0,1
J1l1nrvhO,今日芬兰,女,其他,1903,17737,今日芬兰:疫情之下，如何控制疫情，看看芬兰政府和媒体是如何相互甩锅的刘建奇：芬兰晚报报道，芬兰社会和卫生部抗疫事务负责人Pasi Pohjola在周五接受赫尔辛基日报的采访时表示，芬兰抗疫政策的依据是传染病学家和法律专家的观点。他认为，新冠病毒应该在人群中传播，从而能保持使用紧急法令的法律依据。如果疫情得到控制，病毒不再传播，依照紧急状态法和传染病法而实施的限制法令的法律依据将不复存在，芬兰就必须取消相应的限制措施。这意味着，边界开放，二月份那样的病毒由境外输入并扩散的情景将会再现。这一言论引起了芬兰民众的广泛质疑。上述内容在昨天中午发表后约一个小时，芬兰总理Sanna Marin立即在推特上澄清说，Pohjola的言论不代表政府的设想。政府的目的是阻止病毒在芬兰的传播，因此采用了限制措施，并且还在采用。芬兰采用检测、追踪、隔离和治疗的综合战略，以使病毒无法传播。紧急状态法的应用是为了让政府拥有足够的手段以保护人民的生命和健康。昨天晚上6点多，芬兰社会和卫生部发布了通告，表示社会和卫生部的目标是阻止新冠疫情在芬兰的蔓延，因此有必要澄清赫尔辛基日报发表的错误信息。赫尔辛基日报的主编Antero Mukka难以接受芬兰社会和卫生部的看法，认为这是甩锅行为。他指出，赫尔辛基日报的新闻内容和引言都经过了严格的检查。将信息的错误转嫁给报社的做法是一种糟糕的官场文化。芬兰社会和卫生部常务副部长Kirsi Varhila于今天表示，这不是甩锅行为。报社的理解并非总是和被采访者的看法一致。我们发表了自己的看法，赫尔辛基日报也纠正了一些。Mukka主编说，报社接到了社会和卫生部要求纠正的信件，并给予了回复。为了防止不必要的误解，报社修改了标题。但是，并没有按照部里边的要求修改内容。引言则没有被要求修改。在芬兰，总理出面纠正高级公务员的言论是非常少见的。原文链接：  http://t.cn/A6A801U5 ,2020/5/11 0:25,0,1,0
J1l12xpq8,每天新事,男,河北,384,92,每天新事:现在天气逐渐转热，可疫情还没有过去。今天看来新闻吉林省舒兰是本地确诊11例。这位女洗衣工如何被传染的现在还不知道。我想说虽然现在天气转热但病毒传播能力没用减弱。现在还不是高兴的时候还是转告大家出门一定要带口罩勤洗手，无特殊情况不上人员你记得地方。如果现在放松了对病毒的警惕中国第二次以前爆发只是时间问题 http://t.cn/zRJEYWQ 显示地图 ,2020/5/11 0:25,6,1,1
J1l0WDjAM,无梦-徽州,男,安徽,443,1206,无梦-徽州:3月份美股熔断了四次，疫情汹涌爆发，懂王Trump那个着急啊。下一个黑天鹅大概率来自于债务违约，美国个人与企业债务合计约30万亿美元，在此基础上派生出的金融衍生品达到百万亿以上，一旦发生债务违约，将会引爆有史以来最大当量的大规模杀伤性武器，这还关乎Trump的大选连任，这也是Trump宁愿死人也要赶紧复工的根本原因。 [组图共3张] 原图 ,2020/5/11 0:24,0,0,0
J1l0QDo48,华人生活网,男,海外,58,18032,华人生活网:118年历史「潘尼百货JC Penney下周申请破产！路透报导潘尼百货(JC Penney)准备下周申请破产保护，并关闭旗下约850家商店中的四分之一，成为高档百货尼曼马可斯(Nieman Marcus)宣布声请破产保护第二天、新冠疫情下新增的受创主要零售业者。这家具指标性的连锁百货业者已有118年历史，新冠病毒大流行前便因40亿元债务及网路零售业和折扣实体零售商的竞争而处境艰辛。路透引述消息人士报导，这家总部位于德州的公司拥有近8万5000名员工，目前正与债权人商讨「债务人融资贷款」，以进行破产重组；贷款额可能为4至5亿元。申请破产的日子将取决于可从债权人争取到多少时间；截至7日为止，潘尼有1700万元债务到期未偿还，再过五天就算违约拖欠，之前于4月15日到期未还的1200万元债款30天宽限期也将于下周五届满。潘尼百货仍在思考各种方案，包括在破产法院外与债权人谈判；潘尼不愿回应询问。消息人士说尽管潘尼计画重组并摆脱破产保护，却打算关闭约200家商店。消息人士并且说潘尼百货正讨论在摆脱破产保护后分拆为两家独立公司，其中之一拥有部分房地产，并成为另一家专营零售业务的房东，而债权人(许多是华尔街对冲基金)将控制企业，借以宽恕债务。潘尼百货目前虽有足够现金应付未来几个月，仍面临6月份到期的1亿500万元债务和约3亿元的年度利息支出，2023年将有超过20亿元债务到期。潘尼(J.C. Penney)执行长索尔陶(Jill Soltau)周四透过电邮告诉顾客，店面已开始逐步重新开放，并采取防疫措施。潘尼1902年在怀俄明州开设第一家商店，但在21世纪因电子商务革命而备受冲击，如今还面临折扣连锁店如TJX Cos I集团的竞争；消息人士说也因潘尼与债权人的讨论不顺利，之后疫情爆发迫使这家业者提借12亿5000万元，最终要准备破产。 原图 ,2020/5/11 0:24,0,0,0
J1l0xtmTy,茶白物语,女,河南,287,234,茶白物语:#offgun[超话]# 💚#30天推offgun挑战# DAY1 入坑的时间和原因入坑的时间：大概就是今年三月份左右（因为疫情不得不被困家中刷剧，结果一脚踩进泰腐圈）原因：在第一弹看了他俩的《爱情理论》，被渣攻大爷和催泪宝这对最萌身高差组合给吸引了，接下来被话题OG is real带入超话，激发了我嗑真人的欲望，自此开启了疯狂找糖的模式[允悲] 原图 ,2020/5/11 0:23,4,0,0
J1l0riMQM,YourCrazyGirl,女,北京,205,187,YourCrazyGirl:今天母亲节，躲着妈妈几个月的我，只发了红包，没说什么别的话，妈妈也只回了一个表情。从前，我只知道长大了挣钱了要给她镶牙做假牙，做最好的，一辈子最爱她都不会变。终于工作了，也给她镶了牙，她喜欢小家电，把能买的都买了个遍，喜欢香蕉，就经常给她买，每逢大节小日都想着法送她点东西和红包。可是现在…啥也不是了…疫情在家几个月，每天忧心忡忡的我没有个笑模样你从未发觉，五一放假我没叫我回家，回去了也一句张罗我的话没有，吃完饭就开始看手机，我真希望快点过完五一回北京…这一切都是因为我对象没了…真的… 原图 ,2020/5/11 0:23,0,0,2
J1kTmdVBI,每天都超可爱啦,女,海外,399,3414,每天都超可爱啦:要憋坏了…偶尔一次超市囤粮泰国疫情什么时候结束啊  [组图共6张] 原图 ,2020/5/11 0:06,70,0,18
J1kBtqYfP,券商中国,男,广东,394,160576,券商中国:【英国拟启动疫情分级警报系统】英国政府将启动一个新冠疫情警报系统，以反映疫情在各城市的不同危险等级。该系统将对新冠疫情严重程度进行1到5级的分级，并根据每日数据进行调整，跟以前用于向公众通报恐袭威胁等级的系统类似。英格兰目前处于第4级，但正在向更为缓和的第3级迈进。新的疫情警报系统只适用于英格兰。苏格兰、北爱和威尔士的政府将自行决定是否采用这一系统。（央视新闻） 原图 ,2020/5/10 23:22,1,0,1
J1kBochOx,__臭群猪__,男,广东,195,724,__臭群猪__:#没有营养的唠叨#我本来想把五一的流水账发出来的，但是我的文章竟然违规了[攤手]，就总结下我的收获吧：1.我终于见到骚凯传说中的女朋友了，不是虚构的！2.南京真的是一个很有文化底蕴的城市，南博去几次都不过份，你根本逛不完3.疫情原因，好多景点的展馆都没开，有点遗憾。4.南京的美食真的很多，虽然都是甜，但是我觉得甜度适中，比广东的甜度控制的好，还有小龙虾再来几斤！5.我的姻缘彻底没戏了。然后附上几张五一假期的照片吧祝大家新的一周，工作元气满满！ [组图共12张] 原图 ,2020/5/10 23:21,6,0,8
