微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IDlUWEjHE,惠淘馆-蓝调,女,浙江,1571,878,惠淘馆-蓝调:不爱动不好，长久坐着更是无益。特别是有些女性喜欢一吃完饭就坐下来休息，这样子不仅不助于消化，更是会让你的下半身发胖发胖再发胖。再者，平时在办公室也不要一直坐着，由于女性特殊的身体结构，长久坐着不利于下半身通风透气，还会造成血气行走不均。所以坐一坐的时候，别玩了站起来走一走。#美国监狱疫情肆虐多地在押人员抗议# 公@众@号：bt8220 「大补贴」 @免@单@发@放@中 原图 ,2020-04-15 01:50,0,0,0
IDlUWo0eq,奶茶控小妞儿,女,北京,623,1686,奶茶控小妞儿:不知道有没有和我一样的朋友，长时间不工作就开始会发慌…这个长时间，也就是两三个月，比如这次疫情，经过我们多次严谨开会，延后到安全时期复工，但这真的把我闷坏了…一段时间不工作，就没有存在感，就觉得自己什么价值都没有，这还和钱没什么关系，就是那种被需要和忙碌感，这一把岁数，天天在家吃了睡，睡了吃，真的是太无聊了…💔嗯，这再不能工作，做不了自己喜欢的事情，我觉得我就该离崩溃不远了～ 原图 ,2020-04-15 01:50,0,0,3
IDlTL6d9M,克己复礼兴邦,男,北京,848,1553,克己复礼兴邦:转发自朋友的文章【追捧女坐家的一众国人，细看细想，恐怕都拥有一颗14岁少女的心！红红的、软软的，但是不是被是不良坏份子利用和糟蹋了？就不得而知了！我对老年女坐家不熟、不了解。但日记吸众之后，向她投枪或吐口水的人挖出来一堆堆她的旧骨沉渣。大家恨不得“硬埋”了她！可那些公开支持她的人也许是同道，却没人能替她挡枪或送她防弹衣。不知道为什么？还是说回那一众国人吧。他们大多数一定是真的富有同情心的。他们住在被隔离城市之外的城市，同情着那些不幸的遭遇者！他们迫切的想了解“事实”和“真相”。恰巧碰到了“当地的”'知名作家的，坐在家里“听我的医生朋友说的”信息写出来的“日记”。居然还配上了一张一堆旧的淘汰多年的手机说是来自当地殡仪馆的图片，不知道夺走了多少如14岁少女般心脏的人的眼泪！可这些眼泪被收集起来就是不知道价值多少的版税！可最终，疫情是被带着坚毅笑容的白衣战士战胜了！而真正冲在抗疫第一线的无数白衣战士以及分散在全国各地上千万“守家护城”的“普通士兵”可歌可泣的奉献，才是最终赢得了数不尽、量不尽的全国人民感激的泪水！】 ,2020-04-15 01:47,0,0,0
IDlTGDAWZ,龙在天涯8333,男,贵州,3342,147999,龙在天涯8333:当地时间4月14日，国际货币基金组织（imf）和世界银行首次线上春季会议开幕。为期四天的春季会议将如何把脉疫情下的全球经济走势，给出对症“药方”令人关注。年会首日，imf最新一期《世界经济展望报告》出炉，预计今年全球经济将萎缩3%，为上世纪30年代大萧条以来最糟经济衰退。《深度|IMF最新报告出炉：疫情将世界带入上世纪30年代大萧条以来最糟衰退》年会首日，imf最新一期《世界经济展望报告》出炉，预计今年全球经济将萎缩3%，为上世纪30年代大萧条以来最糟经济衰退。http://t.cn/A6wMNGM9 原图 ,2020-04-15 01:46,2,0,0
IDlTA6ZjP,快乐的中年少女-,女,其他,155,8,快乐的中年少女-:哪怕生活没有那么的顺心顺意，哪怕生活总要面对各样的困难，但是依然要坚定地向前看、向上走、不回头。这首《红梅赞》，唱给重庆，唱给疫情之后的中国，唱给中国的青少年们，也唱给我自己。你依然是肖战 加油哥哥@X玖少年团肖战DAYTOY 『“重庆男孩”肖战：我把心中的《红梅赞》唱给你们听，愈冷愈开花象征着我们的民族精神』http://t.cn/A6wM4T4o ,2020-04-15 01:46,0,0,0
IDlTkdnXI,海太阳,男,广东,1223,175182,海太阳:这样的抗疫力度，是侵犯人权，还是足够硬核？【盘点#全球最硬核防疫国家#：菲律宾威胁枪毙，肯尼亚实施宵禁后小男孩在自己阳台被射杀】新冠肺炎疫情当下，全球各国都在全力抗疫，但由于国情不同，执行措施及力度也有所不同。其中，菲律宾、肯尼亚以及印度的封锁令显得最为“暴力”。  http://t.cn/A6wMb0mm  ,2020-04-15 01:46,0,0,3
IDlSB1b7v,网红正义八卦,女,福建,100,1571394,网红正义八卦:重庆男孩肖战聊心中的红梅赞：小时候奶奶为了哄我入睡，她会给我唱歌，《军港之夜》《红梅赞》...再听到这些歌曲好像又回到很多年前在奶奶怀里入睡的夜晚。这首《红梅赞》唱给重庆、唱给中国、唱给青少年们、也唱给我自己 小编觉得…我们不能忘记这段历史，但更重要的是带着历史向前走。正如我们刚刚经历的这场疫情，我们经过艰苦地努力，付出了巨大的牺牲，没有被困难打倒，也没有一味地沉浸在悲伤当中，而是以一种积极向上的精神坚定前行，浴火重生。 @X玖少年团肖战DAYTOY #肖战# xz #肖战 红梅赞#    #肖战[超话]# [组图共15张] 原图 ,2020-04-15 01:44,155,5,13
IDlRDx88a,TZKKAYY,女,其他,3252,116,"TZKKAYY:🎋夜晚如期而至 不知为什么感觉这两天一过九点家里外头特别安静 好像夜晚比之前来的更早了些 可能是经历了疫情百姓更注重养生早休息了 感觉很是明显 不过白天的帝都蓝天淡淡的阳光和煦 这样的天气这样的温度这样的微风 而且屋外没有纷飞的柳絮太意外啦 这才是春天人们喜欢看到的样子 春光悦目又撩人按捺不住这暖阳 凑近纱窗儿感受下这干净明媚惬意的光景 此时竟忘了眉角儿处过敏的疤痕还顽固较劲不退 与我而言这是春天唯一最大的伤 堪比瞬间毁容的节奏 花粉柳絮紫外线过敏 惹上不好玩儿简直啦可除此而外春天的一切包括阳光花红柳绿心情也爽朗 这会儿适合读书 看书总觉得时间飞快 可能是看的上瘾刹不住闸的节奏 每次如是受益良多 有种走进书中意境身不在侧亦如见字如面之感 有时也会随文字中的画面有种带入感 笑得肆无忌惮且沉浸其中 挺好玩儿的感受 这竟然惊动了身边人 诧异的眼光貌似在说 发神经啊[奸笑]我却 这简直两个世界的囧物啊 读到台湾散文作家林先生的作品有这样一句话深有感触 你的气质里 藏着你走过的路和读过的书 嗯 深以为然 其实林先生正是这样的人 看似平常也没怎么帅 可那又怎样丝毫不妨碍他的思想发光 他的作品文字流畅有种直击人心的力量 深深的敬意 读内地作家王先生的作品 今儿不是第一次 但还是忍俊不禁 文字幽默风趣洒脱真实看了还想笑 在此摘录一段疫情开始时作家的文字共赏:'口罩可能从来都没有想到自己会成为最抢手的东西,不是它有多努力,而是命运使然.意外随时而来,只是这次选中了口罩...'哈🤭只是选中了口罩 看这文字是不是很有趣 而且容易记住 反正我是看几次乐几次 现在再看口罩真的是被作者言重啦 从新冠疫情开始到现在不少单位都在研发生产口罩已至全球急需 这真是口罩没想到的事 更是口罩生产商没想到的事儿 真应了这句老话儿 风水轮流转今天到你家啊 确实是口罩 话说回来 不管怎样祖国的春天来了 花开缤纷 预示着温暖的春风终将驱散疫情的阴霾 还世间万物清平 让世人每天都有愉快的生活 夜已深道晚安 懂我的与不懂我的您 帝都与全世界都好梦 http://weibo.com/u/5632308084 ",2020-04-15 01:41,2,0,1
IDlRu64eF,信仰7318320204,男,上海,40,10,信仰7318320204:世界首次生化新冠战的最后一把烧到了俄罗斯。有人马上说俄罗斯被爆发了疫情，极其危险。因为，把俄罗斯搞瘫痪了，美国就可能翻盘了，中东地区会沦陷，世界一些重要海湾港口会被美国控制。最近美国又在招回美国公民，大家都在猜测此举是美国想发动战争的前兆。本人以为，美国想通过军事手段翻盘是不现实的。就美国目前国内状况来看是史无前例的乱，还有就是美国很清楚武器已经失去了优势，想打也已经变成缩头乌龟了，不敢动弹。那么，美国已经被暴光了是新冠的始作俑者，国内的危机，经济支柱的崩塌，放大货币量也没有预期效果，但还是那么犟头。不过一个犟头后面肯定有什么在支撑着，到处还在牛逼轰轰指这个污那个的。美国还能够干什么? 什么都已经弄清楚了，武器方面是没得玩了，什么都被你们穿越了，我美国就这样玩完了，美国也不会那么傻吧，在这种情况下我说只有一种可能，美国既然动了新冠这一手，蔓延到了全球。还没达到效果，就还有可能跟着的是第二步的生化武器。这就是美国走起第一步，就会走下去第二步，谁会知道和超越他的生化武器? 这个是美国这么牛逼轰轰，还要想翻盘的唯一可能。如果是，我们怎么办?其实，地球村弄出这样的事来，美国就已经不属于地球村的了，反过来美国就是想独霸地球村。其他的就是瘫痪的瘫痪，趴下的趴下了。现在美国因为疫情死这么多人算什么，到时候地球村会死更多的人。这就是美国在自己塌陷后的想法。目前美国在面上的优势已经被一一缴获了，国内又乱得不可收拾。美国不会纯粹的作死的!  也应该把美国划出人类命运共同体之外了，就凭新冠病毒。到此为止，请允许鸟人我发一点牢骚，一场疫情下来，虽然我们扛住了，在发生疫情至今中国的外交政策缺乏眼光，一味的唱和导致了我们付出代价和物资，反而变成了麻烦一大堆，该钢的时候没有钢，柔过头了，就是软。我们是一个民族，不仅仅是一个经济体。没有民族至尊，这个经济体我们不要。还有就是至今没有看到我们国家安全局是干什么的!?其他的我们不说，就说现在的疫情根源，没有挖掘出有一定程度的真相，哪怕你挖掘出了否定的依据也是一种配合当前的形势啊! 啥都没有，睡得那么深，我要踹你! ,2020-04-15 01:41,0,0,0
IDlRijMQi,手机用户3305363692,男,上海,902,243,手机用户3305363692:今天早盘，有人看到创业板涨得最多，实际上因为新能源汽车大反弹：宁德时代涨停，它是创业板第一大权重股。至于新能源涨的原因，第一个是昨天晚上美股特斯拉大涨14%，第二个是今天国家电网启动新一轮充电桩建设。关于新能源汽车，我的观点还是之前文章里说的：今天的大反弹，也不能说疫情对于新能源汽车的销量就没有了，而是应该用市场的大涨，去验证我们之前的“新能源汽车渗透率提升是国家意志”，这种想法。来到这个市场，我们应该提前假设一些逻辑，然后用市场走势去验证它。 ,2020-04-15 01:41,0,0,0
IDlQYc8w6,芋_圓小丸子,女,浙江,1047,243,芋_圓小丸子:爱是克制！！Less is more.今天发生的事，刚才哥发的博，真的让我辗转难眠，集美们一定要理智追星啊，我知道见到自己喜欢的人会很激动很兴奋，可是要是伤害到了你喜欢的人你不心疼吗？！如果不，那么你一定不是真的爱他！就算你不不够爱他，那你也不爱自己吗？？？现在是什么时期，疫情期间啊！国外多严重你不知道吗？公共场所大家都带着口罩你看不见吗！？这么不怕死吗？！能不能安分一点啊！ss不是粉，请ss们换位思考一下要是你被ss跟了，你会怎么样？做个人吧！是哥微博更得还不够勤（一天好几条啊！）？还是站姐图片不够美啊？是互动任务不够多？还是空瓶任务太轻松啊？多做点数据吧，多买点杂志吧，多考点古吧不要闲的没事干去蹲哥。总之，离生活远一点，离作品近一点，多关注哥的作品吧。 [组图共2张] 原图 ,2020-04-15 01:40,9,0,3
IDlQMpXjD,北京馥满园科贸有限公司,男,北京,1053,115477,北京馥满园科贸有限公司:【#武汉农贸菜市场全面消杀等开张#：地面、空调、管道全覆盖】武汉，因疫情关闭多天的农贸菜市场，纷纷聘请专业消杀人员，进行全覆盖无死角的消毒作业，为开放营业做准备。某农贸菜市场工作人员称，消毒后将设健康码和量体温等防疫措施，经相关部门验收合格后方可重新开业。#新型肺炎抗疫全记录#@一手Video http://t.cn/A6wI4XGJ ,2020-04-15 01:39,0,0,0
IDlPRkxrX,王彬投行,男,北京,353,1792,王彬投行:广州4553名非洲籍人士新冠检测，111人阳性！非洲人普遍防疫意识薄弱，同时我们在防护疫情的时候更应当担心的是一些黑蜀黍们恩将仇报，借用疫情期间非洲人和我中国人一样受管制这个理由挑起所谓的种族歧视言论，从而威逼我国减免其债务，从中国身上攫取更多利益，而这些恰恰来自我们每一个纳税人。如果我们让步，后果就是疫情在中国二次扩散，我们的医护民警军人基层干部的牺牲都成了无谓的牺牲。同时我们还将面临更严重的经济问题，而获利的恰恰是非洲和他们背后的某些敌对中国的势力。中国应当守住底线，我们友好但不代表软弱，中华民族七十年前就已经重新站起来了! http://t.cn/RD4C3n3 显示地图 [组图共2张] 原图 ,2020-04-15 01:37,1,0,0
