微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IDSbBodQx,仙游今报,男,福建,171,1535,仙游今报:【#疫情版忠犬八公#！主人感染新冠去世 狗狗赶了几小时路来到医院等待】据意大利《晚邮报》4月15日报道，一位狗主人不幸感染新冠去世。狗狗从家中跑出来花了几小时的路程来到医院附近，似乎在等待主人。主人的亲戚最终找到它时，它正蹲在离主人去世的医院只有几英尺的地方。最终，主人的亲戚将它收养。 http://t.cn/A6wChWw4 ,2020-04-18 11:58,0,1,0
IDSbaf8W5,黛丝鸭子,女,海外,353,134,黛丝鸭子:Day 34 四月十七雪蒙特利尔今天又双叒下雪了希望是最后一次全省连续两天每日新增900多例直接让全国总数超过3万了即使这样 省长还在说我们现在在压平曲线下个星期某些行业就要重新开工了诶经济可能确实到了从未有过的低谷吧疫情以来央行连续三次降息每次降零点五个百分点我还没意识到这意味着什么大概只想到了买房利率会低吧今天查了一下银行储蓄利率惊到了我！从1%直接降到了0.25%四舍五入约等于零#居家令# ,2020-04-18 11:57,2,0,0
IDSb64NTb,中安云城软件开发,女,湖南,59,48,中安云城软件开发:发布了头条文章：《五一假期旅游去安化云台山风景区》 为了五一的到来，云台山风景区已正确处理好疫情防控和景区运营的关系，进一步做好景区消毒和游客登记工作，加强值班值守，确景区运营、疫情防控两不误。这个五一我们前往云台山风景区，去大自然中畅快地呼吸令你心情愉悦的新鲜空气，享受旅游带给我们的愉悦，我们相信阳光明媚的日子不会太远。 http://t.cn/A6wNRlMW ,2020-04-18 11:57,0,0,0
IDSb5tOM2,肖影入梦曲如月,女,四川,804,5201,肖影入梦曲如月:已经不止一次看到这样的信息，虽然很不愿意以此来给大家下危机，但事实就是如此！这场疫情席卷全球，对社会，经济等各方面的影响肉眼可见，在此之前如果你还可以看似高枕无忧的潇洒生活，那当下的现实还允许你保持不变吗？关键时刻你的收入性质决定了你的生活品质！如果你正在寻求新的出路，欢迎来了解我们#GAGNER##创业##副业刚需# [组图共4张] 原图 ,2020-04-18 11:57,0,0,0
IDSb42bTE,旌德治安在线,女,安徽,1088,55761,"旌德治安在线:【体育场闭馆用电不降反升？#男子偷体育场馆公用电挖矿被抓#】#平安法治2020# 疫情期间，无锡江阴多个体育场停用，用电量却不降反升。工作人员在地下室弱电间地板下，找到多台用于""挖掘""网络虚拟币的""矿机""电脑。民警调查后，""矿主""焦某投案自首。一年多来他在多个场馆配置13台""以太币矿机""，偷电4万余度，价值2万元。http://t.cn/A6w9MdBP ",2020-04-18 11:57,0,0,0
IDSaVbGDI,faceandbook,男,北京,244,132,faceandbook:#中国公民切勿通过绥芬河口岸回国# 中国驻俄罗斯大使:在疫情完全结束前，中俄之间陆路口岸的旅客检查功能绝不会再开启。疫情完全结束才能开启。滞留远东的中国公民，他们就在当地接受隔离，同时要安排好自己的生活，准备生活到疫情结束。官方的正式表态了，目前不可能撤侨了，不会派飞机或者其他去俄罗斯接回中国公民了 ,2020-04-18 11:57,0,0,2
IDSaPwepx,红城发布,男,贵州,502,165672,红城发布:#红城资讯# 【搭建暖心遮阳棚 为学生营造“安全地带”】随着国内新冠肺炎疫情基本得到控制，贵州各年级2020年春季学期开学时间逐渐明确，红花岗区不少学校都开始按规定做着开学准备。金鼎山镇板桥小学除了逐步落实疫情防控措施外，还在校门口增加了一个暖心设施——50平方米的遮阳棚。经过3天的工期，4月11日，板桥小学门口前一块50平方米的遮阳棚搭建起来，待到开学时，这将成为板桥小学173名学生遮阳挡雨的“安全地带”。搭建遮阳棚虽然是一件小事，却也是一件特别暖心的事，汲取着温暖与正能量向上生长的祖国之花，将开放得更加灿烂。 [组图共2张] 原图 ,2020-04-18 11:57,0,0,0
IDSaO6E1Q,是璐宝宝吖,女,黑龙江,117,50,是璐宝宝吖:四百一十五天，不知道为什么突然想捡起来继续写最近疫情期间又一次的初来沈阳，有太多太多的事情，最近因为找不到工作的事很上火，你总是安慰我：没事还有我呢，我在挣钱呢。你现在不比去年好多了，去年手里一分钱都没有，还卖花被骗钱，去年都没怎么样，今年会更好的。    我定好了目标，今年我们一起努力吧！                                        ——四百一十五天，爱你❤ #天气即天意# http://t.cn/z8AJnSp 显示地图 原图 ,2020-04-18 11:56,4,0,5
IDSaM33oG,中新视频,男,北京,238,4341873,中新视频:【抗“疫”时期的快递“小哥”： 在“逆行”的日子收获温暖 】大年初三，快递员闫志岗即踏上了返回北京的行程，“这位“90后”小伙儿近日向记者回忆起当时选择回到工作岗位时的心情。在疫情最严峻的时候返岗工作，闫志岗在接受采访时坦言，自己当时内心也曾有害怕的念头。返岗工作后，闫志岗和他的同事们重新穿梭在城市的大街小巷。尽管错过了春节假期，但在这个特殊的时间自己收获了来自各方的温暖力量，在这个城市也有了更强的归属感。（徐朋朋）http://t.cn/A6wNRayI ,2020-04-18 11:56,7,4,1
IDSapfQPx,美丽天津,男,天津,78,99210,美丽天津:【一季度全市工业围绕7大产业图谱实现173个项目落地】今年以来，全市工业和信息化战线干部职工努力克服疫情影响，围绕新一代信息技术、高端装备制造、新材料、生物医药、新能源汽车、新能源、节能环保这7大战略性新兴产业图谱，聚焦北京、长三角、珠三角、日韩等国内外经济发达地区和技术水平领先地区，开展精准招商。一季度，全市实现173个项目落地。其中，内资注册落地工业项目169个，投资总额580.89亿元；外资注册落地工业项目4个，投资总额1.11亿美元。http://t.cn/A6wNVQLR ,2020-04-18 11:56,0,0,0
IDSaj4i6X,苏州工业园区发布,女,江苏,849,201351,苏州工业园区发布:#园区身边事# 【月亮湾：社情民意联系日 安全保障齐护航 】今天，月亮湾社区党工委委员、副主任盛长春以及人大代表靳健走进美颂社区参与社情民意联系日，与社区发展咨询员、物业公司代表进行面对面交谈，听取居民的意见和建议。为保障疫情期间社情民意活动正常开展，活动开始前，社区网格员提前对美颂社区党群服务中心会议室进行了消毒处理，准备好消毒洗手液和额温枪，对参会人员测量体温、查验苏城码，做好防疫管控，为参会人员做好安全保障。 [组图共4张] 原图 ,2020-04-18 11:55,0,0,0
