微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IvKyMv3FR,棕色狐狸fish,女,海外,135,18,棕色狐狸fish:和一个从没见过面但有着相同经历的女孩打了快两个小时的语音电话 相比和更熟悉的朋友聊有的没的八卦 这样和陌生人有着共同话题的交谈更让我觉得有意义吧。感觉她比我乐观的多 她说相比这次疫情面对死亡，现在这样的失利根本不算什么 聊了以后有什么打算 聊了现阶段的感受，聊了亲情爱情友情，温暖的人总是很吸引人。突然有点豁然开朗了 总有属于自己的道路 而我现在也只想提升自己 总之 投资自己才是会得到最多回报的。今天很累 今天没有健身。今天多聊了天今天没有早睡 可能我变了 但我做的每一个决定都不为之后悔。不想再让情绪随意被牵动 更想把时间都投资在自己身上。这样的谈话很有意义 总是想得到很多的话有点要的多哦老天爷会说你贪婪。慢慢来吧 我要睡觉了 以后要更自律一点了 自律的人才会得到更多。明天是阴历生日 但还是把时间线拉长一点拜托23岁晚十几天到阳历生日再来。今天废话有点多 就当假期最后一天咯 睡了👋 原图 ,2020-02-25 01:51,0,0,0
IvK3l8qkB,Zayay0914,女,广东,63,111,Zayay0914:#电饭煲蛋糕# 疫情没过，乖乖在家学做蛋糕 Zayay0914的微博视频  ,2020-02-25 00:34,3,0,0
IvK0hppy7,别碰我丸子头vv,女,广东,157,73,别碰我丸子头vv:好想再吃一次张姐烤肥牛 疫情什么时候结束啊啊啊啊啊啊啊  ,2020-02-25 00:26,4,0,3
IvJZ71F54,谁Dong了我的麦克风,女,甘肃,60,159,谁Dong了我的麦克风:以前总想着如果有一天能待在家里上班那该多好，可以不用东奔西跑。然而2020年，真的让它实现了，自己体验了才发现，其实根本不是那么回事儿。因为你爬在电脑前面的时候总想喝杯酸奶，喝完酸奶还想刷刷微博，微博了解完疫情后还想来把王者，So…如此这样…就变成了在家上班还经常加班的熬夜狗 http://t.cn/RJA0kFE 显示地图 原图 ,2020-02-25 00:23,1,0,0
IvJYUDcy2,宜春发布,男,江西,456,702263,宜春发布:#众志成城 防控疫情##联防联控江西在行动#【许飞：患者以性命相托，我们必与其生死与共！】记者提问：“脸上有沟壑，心中有河山”，是现在战斗在一线的医护人员最真实的写照，今天我看到南昌大学第一附属医院的许飞主任也在发布会现场，之前也有采访过您，您已经坚守在抗击疫情临床一线1个多月了，您在这里有什么想对大家说的吗？详情戳链接：http://t.cn/A6hkOEIW 原图 ,2020-02-25 00:23,1,1,1
IvJYNvWkV,文明开封,男,河南,875,21209,文明开封:#疫情防控 开封在行动# 2月24日，商务中心区和特色商业区管委会和河南汴西电子商务发展有限公司干部职工到疫情防控一线，严守卡口，对出入人员进行登记测温，对进入车辆消杀。截至晚9时，共登记进入人员3100余人，车辆1000余辆。（来源/商务中心区和特色商业区管委会） #最新疫情地图# #共同战疫# #抗击新型肺炎我们在行动# #万众一心打赢疫情防控阻击战# @文明河南 @中国文明网 [组图共4张] 原图 ,2020-02-25 00:23,21,46,15
IvJYAcYIB,值日生666,女,北京,60,29,值日生666:半夜睡不着，在想美国股市的暴跌，在想全球气候变暖珠穆朗玛峰长草，在想中国的疫情控制渐渐明朗，但是却在全球蔓延开来，在想韩国飞青岛机票大涨……人类真是很渺小，地球没有了人类不会怎样，还是动物的家园，还是物资富饶的美丽星球🌍但人类也真的很能作事，工业时代以来，高楼大厦、飞机卫星、核武器核电站，扩张越来越快，所到之处越来越广，地球的秘密之地越来越少……澳大利亚的大火，南极的消融，病毒的肆虐，还有频发的地震……不确定这是否是某个重大事件即将发生前的预演，也不知道人类未来命运如何。现在，每个人依然忙碌着自己得生活和工作，操心着学区教育，想着投资理财，想要尽一切努力积累财富，每一件事都觉得至关重要，可是在人类整体的命运面前，这些算什么呢？人类命运？这对地球来说又算得了什么？技术的发展，记录方式的变化，石刻文明对我们来说早已经是久远历史，现在一张硬盘就能装下人类发明创造的很多成果和知识，但如果有一天人类消失了，这张硬盘也只是几个铁片，反而是那些石刻文明依然证明人类存在过，而你所谓永久保存的电子文件或者云存储，也就是和人类一起烟消云散罢了……所以，人类折腾了几千年，我们留下一切痕迹一切文字的目的，到底是证明我们存在过？还是只是为了“为我所用”而已呢？ 原图 ,2020-02-25 00:22,1,1,0
IvJYxwTbM,六盘水日报,男,贵州,244,118503,六盘水日报:#疫情得到有效控制前高校不开学##六盘水疫情防控# 【网课第一天，六盘水的学生们以这样的方式迎接开学】一个半月的寒假已然结束。但是与往年不一样的是，今年凉都的学子们没有急着背起新书包，回到学校和同学们见面，也没有站在操场上郑重其事的参加开学典礼。     疫情之下，凉都的学生们在家中面对网络，用特殊，同样也是最安全的方式开启了新的学期。     24日是网络课程开课第一天，面对全新的模式，老师和同学们的积极性都很高，开课前先从满满的仪式感开始，云升旗、云敬礼了解一下！（via视听凉都） [组图共4张] 原图 ,2020-02-25 00:22,6,2,0
IvJYfhm0a,我不介意荆棘xxjw,女,湖北,847,162,我不介意荆棘xxjw:#韩国 青岛# 人口不流动对大家都好不是吗？山东现在这个状况严防严控一个多月，让疫情完事儿不好吗？别抄武汉的错题集了，不是不欢迎大家来中国，我们是不想让那些因为这场战争消逝的生命白白牺牲！是不想让我们自己在家里蹲守的这一个多月甚至更长时间白白浪费。不要让所有地方都变成现在的武汉 原图 ,2020-02-25 00:21,6,2,0
IvJY9mahB,快乐因子娜,女,其他,638,71,快乐因子娜:#战疫打卡行动#我已打卡13天，面对疫情我承诺：调整心态，攻克时艰。每天打卡—>#战疫打卡行动#  ，表达战疫态度，让每个小坚持都有大意义！活动期间，新浪每天向疫区捐助1辆负压救护车。有你我的坚持，武汉不孤单！  原图 ,2020-02-25 00:21,0,0,0
