微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
Iw2Pchyct,很苏的苏,女,辽宁,336,5858,很苏的苏:在一起这么久了，还是可以在疫情期间随随便便聊上一两个小时不会觉得没话说 。我们俩都属于那种无隐私，无社交的人，可以互看手机，下班就回家哪里也不去。两个人都是黏人精，我觉得一般人都会受不了我这么磨人，但是他就不会嫌我烦，很乐意我做个人肉挂件。我是肥宅，他是瘦宅，两个携带长睡眠基因的人在一起真的是绝配呢 原图 ,2020-02-27 00:21,9,0,2
Iw2Onuq71,雅赞联合创始人A-lin,女,河北,296,1698,雅赞联合创始人A-lin:每次回到老家，心情都变得特别平静。2020年新年，除了揪心的疫情，我爱的姥爷还走了。腊月二十八送姥爷回老家拍的院子照片，看起来都那么悲凉。其实一直不太敢想，不太敢回忆，就连明天给姥爷上三期了，我还觉得一点都不真实。到这个年纪，真的开始面对生离死别，才意识到人活一辈子，真的很快。要努力，就是想趁年轻，多尽点孝。也许遗憾，就是因为觉得自己做的远远还不够… 原图 ,2020-02-27 00:19,0,0,0
Iw2O9Adll,黑龙江党的生活杂志,男,黑龙江,979,209550,黑龙江党的生活杂志:【#女主持直播时忍不住落泪#：从没见过这样的武汉】2月23日，浙江援汉ICU主任直播中哽咽流泪视频感动网友。实际上，当天直播中还有感人画面，硬汉医生和主持人同时落泪。在抗击疫情一线报道采访近40天的@湖北之声 记者、主持人柳芳想起自己亲历的种种场景，也动情落泪。@一手Video http://t.cn/A67wKi7t ,2020-02-27 00:18,1,0,0
Iw2NYBX7V,HO_伟业,男,广东,85,1045,HO_伟业:今晚份，18精酿，血滴子，泡沫少得可以忽略（我倒酒的方法有问题？）香味也很淡，厚实的口感比很多世涛都好，但咖啡巧克力却很淡，就是感觉很甜，有点一般#精酿啤酒# 嗯～天气开始热了，但疫情还没稳定，上班可就太辛苦了，中午休息，医院不敢呆，外面店铺也不开，只能在车上休息，又热又闷，又只能开着空调睡觉，真是耗油耗车又耗钱啊晚安 原图 ,2020-02-27 00:18,1,0,2
Iw2NHuAeT,外号山鸡-,女,福建,131,14,外号山鸡-:其实艺人这段时间闲嘛，多发发微博营营业也是没啥问题的，如果小猫也经常营业我肯定也超开心。偏偏懂事的小猫咪情人节那天说了不想在疫情这种特殊期间占用公共资源，不仅不营业，新歌也延迟了，对比之下，有些两天营次业的男idol就实在入不了眼了。小猫怎么这么懂事，总是比我想象的他更好一点晚安啦我最亲爱的小猪@小鬼-王琳凯 ,2020-02-27 00:17,1,0,0
Iw2NDCDmD,你看我躲吗,女,其他,1265,425,你看我躲吗:我认为，疫情期间，很多美食博主，也是在借机发国难财。他们设计出各种各样看似简单实则超级难吃的食谱，假惺惺地让大家“自己动手试试吧”，目的就是打消全国人民的动手积极性，最后疫情过去了，仍然没有人会抢他们的饭碗[凋谢]何出此言？我就想知道，一勺盐➕ 一勺糖➕ 一勺辣椒面再淋油，这个酱怎么可能会好吃呢？再说那个教人在家做果茶的，做去死吧！那水果能自己放锅里煮的？你也吃得下嘴啊！大家，你们是不是对自己做的食物滤镜都特别厚啊？你们扪心自问一下，那个什么蛋糕真的能吃吗？ ,2020-02-27 00:17,0,0,0
Iw2NBAeTZ,用户6269181505,女,其他,0,4,用户6269181505:春天是个让人很慵懒的季节只想睡觉，上班就想睡觉，在家就睡不着想上班！出来都在花钱，要省着点花了，疫情影响经济，都是拿底薪工资才一点点，好难生存！有时候很羡慕你们的硬工资，今天感觉想辞职，觉得做销售累了，不知道为什么今天很柴，很负能量，很消极情绪！调整心态钱都是靠自己赚的，业绩👌一样可以赚钱，加油！晚安😘于你，我的男孩世界上最爱的两个男人让我的心态崩了，第287天 ,2020-02-27 00:17,0,0,0
Iw2Nzed6z,镜像娱乐,男,其他,65,167026,镜像娱乐:发布了头条文章：《独家丨去哪儿网待退票款达12亿，OTA平台该如何打赢抗“疫”战？》OTA平台中，#马蜂窝旅游# 在1月30日前为消费者垫退了5亿多元，知情人士透露，截至2月中旬，#去哪儿网# 为消费者垫退了10亿元，但仍有12亿左右的待退金额。镜像娱乐（ID：jingxiangyule）预估，疫情期间多家OTA平台累计垫退资金应该已达数十亿。 http://t.cn/A67w3fMX ,2020-02-27 00:17,1,0,1
Iw2NubiT9,荡然无存0228,男,浙江,1105,210,荡然无存0228:可能因为疫情原因造成航班取消，我们一行是1月8日在携程网上订的往返机票，并且还订了当地的机票和酒店，但携程就发了这么一个短信，什么情况都不知道，我们办理退票手续后，没有收到一分钱，而新西兰国内机票和酒店取消都有不同程度的扣费，携程也不给协调，好不容易打通携程的客服电话，没有一个明确的回答，这种情况反应也太慢了吧？ 原图 ,2020-02-27 00:17,1,1,17
Iw2Nb0sL5,见闻实时新闻,女,海外,396,862906,见闻实时新闻:【133家券商2019大赚1231亿，自营又立功】证券业协会2月26日公布的证券公司2019年度经营收据显示，133家证券公司2019年度共实现营收3604.83亿元，同比增长35.37%；净利润1230.95亿元，同比增幅84.77%；截至2019年末，全行业客户结算保证金1.3万亿元，同比增近四成。就对营收的贡献来看，自营业务自2017年起就成为占比最大的板块，过去三年比重不断增加，至2019年末比重近34%；而代买卖证券业务的比重则进一步萎缩，占营收比例为21%。展望2020年，在疫情防控之下，各券商均开启远程办公模式，不过据了解，近期各券商的经纪、自营业务表现甚至超过往年，投行、资管业务工作因远程工作受限或有些影响，但再融资新规对投行形成重大利好。有券商人士认为，若各行业能在短期内复工，券商行业全年业绩不会受影响；但若数月内整体经济没有恢复运转，券商不排除在年中下调全年业绩的可能。（券商中国http://t.cn/A67wuuvb） ,2020-02-27 00:16,8,11,2
Iw2M0kmPY,袁鸿n剧场,男,北京,989,21241,袁鸿n剧场:【公卫专家：关于疫情1月5日就提交了报告 不该发生的事还是发生了】剥洋葱2020-02-26公卫专家卢洪洲称，上海公共卫生中心在1月5日提交正式的报告。过程只能用“惊心动魄”来形容。我们是做出了正确的选择，做出了正确的决定，该做的都做了。但是非常遗憾，不该发生的事情还是发生了。“我想历史总归会有一个客观公正的说法”。http://t.cn/A67wuYbH [组图共3张] 原图 ,2020-02-27 00:13,27,25,4
Iw2LS18Wy,眼镜儿陆,男,河南,1938,115438,眼镜儿陆:#眼镜儿看世界[超话]##武汉抗疫防线##湖北成立调查组彻查确诊人员离汉抵京# 针对26日网传一名刑满释放新冠肺炎确诊人员离汉抵京的有关情况，湖北省委书记应勇同志作出批示：在疫情防控最吃劲的关键阶段，竟发生此类严重违反离汉离鄂通道管控的事件，绝不能允许。要迅速查清事实，依纪依法严肃处理，及时回应社会关切。此事还是否涉及其他违法违纪问题，也要彻查。不论涉及到谁，都要一查到底。离汉离鄂通道管控事关全国疫情防控大局，要坚持“全国一盘棋”，吸取教训，举一反三，切实把各项管控措施落到实处。 ,2020-02-27 00:13,5,4,4
Iw2LCleJ2,是Viki呐,女,其他,102,29,是Viki呐:2.26碎碎念今天下午实在憋不住了，骑🚲回了z学校，我真的挺久没有回去了吧，我很认真地戴了口罩，我不知道不能进去（因为疫情影响嘛），我就推车进去了，然后又马上踩单车，保安阿伯好像是在接水，我以为他注意到我了（其实并没有）。。到了操场，我刚放下书包，一个陪她孩子在操场玩的t就问我“那个同学，不是不可以进来吗？”我顿了顿，不知道该怎么回答，但是心里意识到自己可能犯错了，这个时候，保安阿伯跑过来了（真的是跑过来那种），很温柔地对我说“啊妹，不好意思哈，受疫情影响，现在所有人都不能进来，互相理解一下”我拿起书包，点了点头，就推🚲，我跟在他后面，他一直跟我解释，一直跟我说，“我开门给你，你可以骑🚲了。我回来的路上想了很多，我安全措施大体合格吧？妈妈白天每两个小时给我们量体温，我出门前佩戴了口罩，喷了消毒水，随身带着消毒湿巾，我自认为我很安全。我很感谢保安阿伯没有责怪我，我很伤心那个t和她的孩子都没有佩戴口罩，但是我进去了，她却觉得我会带去危险？？仿佛他们不戴口罩是可以的，但是外人不能进去这个伊甸园？？突然体会到了鄂牌车主的感受吧 ,2020-02-27 00:12,0,0,0
Iw2LpExZU,足球老哥8,男,江西,819,3316,足球老哥8:【#巴黎圣日耳曼球员穿中国加油球衣比赛#】当地时间23日，法甲第26轮，巴黎圣日耳曼队的球衣印上“中国加油”的字样。赛后，球员姆巴佩还在社交媒体上晒出一张自己身着“中国加油”字样球衣的图片，收到140多万次点赞。巴黎圣日耳曼表示，“中国加油”活动是表达对正在抗击疫情中国人民的支持和祝福。  http://t.cn/A67vGcni ,2020-02-27 00:12,0,0,0
Iw2LpF0iE,足球渣男-,男,北京,349,4294,足球渣男-:【#巴黎圣日耳曼球员穿中国加油球衣比赛#】当地时间23日，法甲第26轮，巴黎圣日耳曼队的球衣印上“中国加油”的字样。赛后，球员姆巴佩还在社交媒体上晒出一张自己身着“中国加油”字样球衣的图片，收到140多万次点赞。巴黎圣日耳曼表示，“中国加油”活动是表达对正在抗击疫情中国人民的支持和祝福。  http://t.cn/A67vGcni ,2020-02-27 00:12,0,0,0
Iw2LovBb2,非想飞翔119,男,上海,170,300,非想飞翔119:中国有几大神剧，其中还珠格格和甄嬛传是为翘楚，可惜还珠在我上大学时播的，那时学校没有电视，放假回家好像也没看，于是我没看过还珠，甄嬛是为读研时播的，说来惭愧，我的大学同学博士毕业的时候我才去读研，研究生学校也比较烂，依然没电视，但是宿舍能上网，好像也没什么播放平台，反正最终是也是一点没看，总觉得怪怪的，以后有时间也没想过去看，想起蜗居好像就看了几集，后来有时间有机会看也没去看。这个疫情假，自己得了怪病，也没力气看任何影视节目。 ,2020-02-27 00:12,1,0,0
