微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
J2Rk3u28b,新浪娱乐,女,北京,3381,40497222,新浪娱乐:【17-24时要闻回顾】俞灏明回应魏晨结婚时送房：原谅我当年的年少无知http://t.cn/A62Ah1A4 肖战被非法利用信息网络案立案侦查http://t.cn/A62wNsBz 姜潮麦迪娜儿子正面照曝光http://t.cn/A62wriBU 曝山田孝之新田真剑佑疫情期间冲绳约会美女http://t.cn/A62Ai34I 《猎狐》编剧建议建立污点艺人使用和惩诫机制http://t.cn/A62A5bM1 [组图共8张] 原图 ,2020/5/21 0:30,2815,169,218
J2Rj8bK6v,Cinderellapp月小昱,女,北京,99,1020,Cinderellapp月小昱:刚看了一集《探世界》 瞬间穿越回到旧金山 唐人街 干货店 粤餐厅 充满年代感的商铺 金门大桥 亚洲艺术博物馆 茶园 码头 一幕幕历历在目......想起坐船出海途径的恶魔岛 想起在大风中穿过雾气弥漫的金门大桥 想起听着讲解机中讲述早期华人来到大洋彼岸淘金的故事 想起海边风巨大 两个被冻成狗的人临时在街边买衣服......时间真快 希望疫情快点儿结束🔚 我好重返美帝#我是表情帝##冒个泡# [组图共6张] 原图 ,2020/5/21 0:27,0,0,0
J2RfZ7cW0,有新欢如何成功挽回前男友,女,湖北,320,3228,有新欢如何成功挽回前男友:女生在提出分手的时候，很多人会说对你彻底失望了，我要分手但有些是内心不想分手，希望对方改变#因为疫情导致分手# 话说得再绝，内心也是纠结的有些就是真的对你死心了，再也不想和你有任何关系这个要看你女朋友的个人特点，和你说话时候的具体情境，以及你们的感情基础，你对她的吸引力等等#分手后男友坚决应该如何挽回# 原图 ,2020/5/21 0:20,0,0,0
J2VjWCmIo,科技阿康,男,北京,777,515083,科技阿康:#iOS13.5正式版推送#为了面对疫情，苹果正式推送了iOS13.5正式版的更新，主要优化了戴口罩解锁体验。iOS13.5简化了配备Face ID的设备在用户佩戴口罩时的解锁过程。#iOS13.5优化戴口罩解锁#用户佩戴口罩时，从锁定屏幕底部向上轻扫后，密码栏即可自动显示。我咋感觉来的这么迟，且是一个有点鸡肋的更新呀。😷 http://t.cn/z8AUQdx 显示地图 原图 ,2020/5/21 10:40,38,13,40
J2V6HsCB7,泰娱乐论坛,男,北京,499,230234,泰娱乐论坛:#泰娱乐论坛热门泰剧# 【泰剧《倒霉女孩 / 珍贵的坏运气》人物剧照欣赏（第二部分：LEK  与 MINTC ）】泰国MASTERONE出品，泰国三台最新泰剧《倒霉女孩 / 珍贵的坏运气 / My Precious Bad Luck》剧组由于疫情影响耽误了拍摄，目前正在拍摄制作尾声。演员包括：lek teeradetch，MintChalida，August  Vachiravit ，Fon @Sananthachat  ，Deaw suriyont 等。讲述坏运气女孩因为一场车祸偶遇帅气男子，却不知道他就是曾经校园时代的丑胖大麻子。倒霉女孩在职场遭遇学生时代的蜕变哥们与帅气花花公子，两位男子的双重情感追求，她该如何选择呢泰剧《倒霉女孩 / 珍贵的坏运气》预告视频：http://t.cn/A622AZ6o [组图共15张] 原图 ,2020/5/21 10:08,13,0,2
J2V6EwChs,清风莲城,女,河南,828,526473,清风莲城:#“廉”线# 【今年全国两会有哪些看点？如何凝聚攻坚克难的合力？】2020年是全面建成小康社会和“十三五”规划收官之年，是脱贫攻坚决战决胜之年。当前，全球疫情形势仍然严峻，我国疫情防控任务依然艰巨，外防输入压力持续加大，经济社会发展的内外部环境发生了很大变化。在疫情防控阻击战取得重大战略成果、统筹推进疫情防控和经济社会发展取得积极成效重要阶段召开的全国两会有哪些看点？如何凝聚攻坚克难的力量，坚定不移实现既定目标任务？这是各方面关注的话题。http://t.cn/A62ABPmd ,2020/5/21 10:08,1,2,0
J2V6xmfdj,上饶新闻网,女,江西,107,85649,"上饶新闻网:【权威发布】2020年5月20日上饶市新型冠状病毒肺炎疫情情况根据江西省卫生健康委5月21日通报，2020年5月20日0-24时，上饶市无新增本地确诊病例, 无本地新增疑似病例，无本地住院确诊病例，无境外新增输入确诊病例，无新增密切接触者，没有无症状感染者报告。上饶市卫生健康委员会提醒广大市民：为了家人和他人的健康及疫情防控安全，请境外（含有旅居史、暴露史的）和疫情史重的地区回饶、来饶人员及家属，第一时间主动报告情况，积极配合落实疫情防控措施。要加强自我保护和健康文明意识，强化环境卫生及个人卫生防护，养成勤洗手、戴口罩、讲究手卫生、一米线、开窗通风、清洁消毒、分餐制、生病时减少去人员聚集场所和科学戴口罩等健康生活行为方式。大家千万不能麻痹、不可侥幸、不许松劲。上饶市卫生健康委员会                            2020年5月21日 ",2020/5/21 10:07,0,0,0
J2V5JqaXX,济南微博房产,男,山东,660,1000223,济南微博房产:【严查炒作“学区房”等违法违规行为！#北京21家房产中介被查处#】据北京市住建委官方微信公众号消息，为全力做好稳就业、稳预期工作，落实保民生、保市场主体任务，市住建委执法部门积极引导房地产市场主体单位开展疫情防控常态化工作，落实稳岗就业等各项政策。同时，持续加大互联网违规房源信息整治力度，期间约谈企业30余次，依法严厉打击侵害群众利益违法违规行为，全力营造稳定、安全的市场环境。    近期，市住建委执法部门联合东城住建委、西城房管局、朝阳房管局、海淀房管局、丰台房管局、通州住建委、大兴住建委、昌平住建委、石景山住建委、怀柔住建委等10个区住建房管执法部门开展房地产市场检查，线上线下两手抓，严查发布委托手续不全、虚假宣传“不限购”、炒作“学区房”，以及违法群租、违规租赁等扰乱市场秩序的违法违规行为，21家房地产经纪机构被查处，名单如下（戳图）： [组图共2张] 原图 ,2020/5/21 10:05,0,0,0
J2V4Dcinr,天府婚介,男,四川,127,15,天府婚介:婚介所趣闻趣事：城市现代化建设步伐日益加快，城市面貌日新月异的今天，有人抓住机遇成就事业，加之拆迁赔偿给家庭锦上添花。通过整合、投资和综合开发，经济效益无限放大，生存质量明显提高，由此，择偶标准......    今年初遭遇疫情肆虐，政府强有力的干预得以控制。近期川内天气异常，久晴无雨，大地干旱......但生活在这片土地上的人们心态平和，积极拥抱生活。一位很有品位，阳光开朗，谈笑风生的中年女性在成都天府婚介所办公室说，我是土著的蓉城人，女儿公务员，在职硕士研究生，未婚，二十四岁，高挑高雅；我们家的条件非常好，多套房（拆迁赔偿和自购）和几百平米门市，一家三口人年收入相当丰厚高档车代步；为保障生存有质量，只想找跟我们经济水平差不多的，就是大家常说的门当户对，到你们这里来登记，只是想有多一个渠道选择，增加成功的机会；一般条件的就拜托你们不要提供，哪怕没有遇着合适的人选，我也不怨你们......我相信机会总会出现的。     特别提示：目前，门当户对的婚姻组合是主流，它深刻的包含着科学道理，并不是有的人简单否定，说那是封建的没落的腐朽婚恋观。 http://t.cn/RghOMBP 显示地图 原图 ,2020/5/21 10:03,0,0,0
J2V4z2YkU,和美妇儿小助手,女,北京,100,504,和美妇儿小助手:#致敬疫情前线医护人员# 在本次的疫情之下，我们的医护人员为我们的健康奋斗在一线，为我们的健康保驾护航，守护我们的家庭健康，那么你还记得他们口罩之下的面庞吗？#北京和美妇儿医院百子湾院区# 的医护们，用自己的坚守和责任来保障每一位客户的和患者健康安全。[为爱发光]就让我们来见认识一下一样的口罩下面一个个熟悉的面孔吧  http://t.cn/A622wseA ,2020/5/21 10:02,0,0,0
