微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IFMNLikVh,新疆丫头在俄罗斯,女,海外,109,591,新疆丫头在俄罗斯:#圣彼得堡留学[超话]# 刚刚俄媒发布消息，俄总理米舒斯京在和普京总统的视频连线中表示，他接受了新冠病毒核酸检测，结果为阳性。这货就是在疫情初期第一时间禁止中国人入境的  “大聪明”. 一方面禁止中国人入境 另一方对欧洲国家没有任何任何防护 导致人俄罗斯今天感染人数超过10万.俄罗斯人的欧洲心 可是欧洲人根本不认为俄罗斯是“自己人”. http://t.cn/RxmeFIT 显示地图 [组图共2张] 原图 ,2020-05-01 01:57,0,0,0
IFMNE8TOw,溪山梵唱,男,广东,688,62403,溪山梵唱:【纽约时报：白宫施压情报界 将病毒与武汉实验室挂钩】《纽约时报》30日援引匿名官员的话报道，一些川普政府高级官员一直向情报机构施压，要求他们寻找证据支持一个未经证实的理论，即新冠病毒起源于武汉的一个政府实验室。这样的努力正值川普加强就疫情批评中国之际。同日，情报系统的一份声明强调，他们认为新冠病毒不是人造的，不过确认仍在调查其起源，包括是否来自武汉的实验室。报道称，一些情报分析师担心，这样的努力会扭曲对病毒的评估，并成为加剧与中国紧张关系的政治武器。报道援引匿名官员的话称，川普政府里，国务卿蓬佩奥（Mike Pompeo）是向情报机构施压的领军人物。蓬佩奥任国务卿之前是CIA局长，也是对华强硬派的代表人物之一。 原图 ,2020-05-01 01:56,3,0,1
IFMMdgqkI,俺静会l2022再改个昵称,男,广西,114,148,俺静会l2022再改个昵称:2020年5月了，如果没有疫情的爆发，想必我已经进去毕业到计时了。成年后时间过的很快，三年电院时光即将谢幕，2017.9～2020.6三年里来来往往的人也不算多，我努力记住他们的名字、面孔～～辅导员～上课老师～同学～学长(弟)学姐（妹）～还有三年里在后勤一路带我的牛逼冯阿叔。接下来在电院还有最后很重要几件事要去做，也是我三年时间一直都在为之努力的目标——①为了信仰，认真完成最后的一步，顺利回电院转正   ②懵懵懂懂愣头青的我，一度曾否定，怀疑升学的利与弊，还好吧，身边有这一群不断引导、鼓励我的人，拿到最后的彩蛋，卸下过往径直往前跨。感叹已知的局限，何惧未知的未知™在已知的世界求得未知。三年+三年≈后面的两年，努力的告诉自己只是多走了一个弯道。对，因相信而看见。                                         ——恐龙                                          2020.5.1 http://t.cn/EoMmKBv 显示地图 原图 ,2020-05-01 01:53,0,0,0
IFMLhkXSL,天府发布,女,四川,607,341756,天府发布:【落实好疫情防控措施，严守节假日安全底线！刘任远带队督导检查疫情防控和安全工作】#天府资讯# “五一”节即将来临，4月30日下午，四川天府新区管委会办公室常务副主任，天府新区成都党工委书记刘任远带队前往松鼠部落森林假日公园、高空栈道高空餐厅在建项目、龙泉山森林防火点位、太平街道丹景山村1组朱家湾不稳定斜坡点位、锦江华阳段防洪能力提升工程，实地督导检查疫情防控和安全工作。 http://t.cn/A6AqoH57 http://t.cn/A6Aqo8n5 ,2020-05-01 01:50,3,1,0
IFMKyF1Kv,深海里的鱼在挣扎,女,湖北,62,37,深海里的鱼在挣扎:当初懵懂的我们正在逐渐摆脱年少的稚嫩，二字开头的我们，不再会为了吃了一包辣条而兴奋一整天；不再会为了一块钱的零花钱激动一个晚上；不再会为了一个玩具而开心得无法入睡。取而代之的是我们生活中的压力和负担，我们开始考虑生活上的点点滴滴，就像是飞蛾扑火，明知道前面是死路也要去拼一把。从最初的小期待小愿望变成现在的小目标大梦想，在人的这一生里总会有许许多多奇妙的相遇。我不再期望能够拥有一个玩具、不再期待新年会有多少红包和美食、不再期盼爸妈能够对我多一丝的体谅和理解，更多的是我能理解爸妈的不容易和困难。我们开始给自己设定目标、寻找方向，希望自己变成怎样的一个人，再也没有当初的那一份冲动。我学会了三思而后行、学会了吾日三省吾身、学会了己所不欲勿施于人。今天晚上我突然就奔溃了，自己这几年来的小心翼翼和偷偷摸摸就好像是一场空，就好像是黄粱一梦，梦醒了就该清醒了，清醒了就该离开了。我无数次想象过我们以后的样子，想过各种各样的，其实我很期待这一次见面的，我都准备好了，这一次就由我来主动，我们重新续写故事。但是变化总比计划要快，就像山洪和海啸一样，说来就来了，打得我是毫无防备。我曾经无数次偷偷摸摸的去寻找你的最新消息，一次一次的去我们以前一起去过的地方，一次又一次的看我们过去的回忆，一次又一次的和朋友否认我对你的想法，一次又一次的自我欺骗......我在微博里写了我们俩的小故事，2019.3.14  我在微博里写到，今天......我加他好友了，我没有告诉他我是谁，反而用的是小号加他，用了一个并不存在的身份来和他聊天，我发现这四五年里他变了好多，变得我不认识了，我找各种话题和他聊恋爱方面的事，他也只是很平淡的回复我，其中有一句话我很难受，他说他没有什么特别难忘的人，聊到这里我原本激动的心就安静下来了......时间真的能改变很多东西。2015.6.25  中考考完，我在微博里写下了我们恋爱的全过程，虽然我们在一起的时间不长，当时的年龄还小，但是我也不知道为什么这么多年你让我这么难忘，那条微博的标题是错过即是永远的错过。我们俩就像是那句话，我们不过是从两条平行线变成了相交线，而最后我们又变成了不相交的平行线而已。2016.3.16  微博写到，等风停了雨也停了，我们就在一起好不好。2017.11.10  微博写到，多愁善感总是闹心。2018年的微博里我在尝试放下你，不再想起你，因为我有新的心灵寄托，我承认我暂时的欺骗了我自己，我以为我做到了，但是我没有，他真的是一个很好的人，好到我身边的朋友都为他鸣不平，但是终究还是不合适。所以2019年我选择放过他，我的室友给我介绍了新的男朋友，相处还行，后面因为一些原因我还是放手了。在2019年的下半年里，我始终是一个人，和朋友们一起，时间过得很快，我也很开心，除了突如其来的矫情让我感觉有点孤单，其他一切都很好。这次过年，因为疫情，我们都闲在家里没事做，就联系比较多，这仿佛就像是星星之火，点燃了整个大草原，让我平静了很久的心开始躁动，开始给自己做思想工作，当我好不容易准备好了之后，你却给了我一个大大惊喜。我不知道在这六年里你的经历，不知道你认识了那些人，不知道你的开心也不知道你的难过，原来四年前你就结婚了，还有了一个很可爱的女儿，而我在这四年里对你所知甚少，其实我有看到你的朋友圈，我有猜到你结婚生孩子了，但是后来聊天我以为那是你姐姐的孩子，原来那是你的，小名叫果果，大名叫徐梓潼，名字很好听。你们没有结婚证，她妈妈后来也走了，你现在一个人和爸妈一起带着孩子，压力和负担肯定都很重，我从你的字里行间里也感受到了你不想耽误我不想祸害我的心里，你说你配不上我，我值得更好的。不可否认，就算心里早就有所猜测，也还是被吓了一跳，当时真的就是心头一震，眼泪就那么哗哗的流出来了，我不知道自己在干什么，为什么要哭，但是我就是莫名的很难受，我突然想起我室友对我说的那句话，其实我对你比他们任何人都要卑微，以前我不同意这个说法，因为我看他们谈恋爱也谈的很痛苦很累，我觉得我的恋爱观算是正常的，直到现在我才发现，原来我才是那个揣着明白装糊涂的那个人，我才是那个卑微到自己都不敢承认的那个人。我承认我不敢拿着我的前途和未来去和你拼，我也不敢像飞蛾哪像去扑火，我有自己的人生也有自己的追求，我才20岁，我不想我的人生刚开始就就一眼望到头了。所以我没办法和你说我不介意，不好意思我真的介意，我介意你没有管住好你自己，我介意你没有办法给我我想要的生活，我介意我以后顶着后妈的角色来生活，我介意我们之间这六年来的空白，我真的做不到不介意，但是我要为我这六年画上一个句号了，这六年来断断续续的想念就到此为止吧。即使我们目前是这样一种局面，但是我还是要对你说，谢谢你给我的尊重，谢谢你给我的悸动，谢谢你来过。初恋这个词美好又痛苦，就让所有的美好和痛苦都留在昨天把，希望你以后的生活能越来越好，也希望我以后能够成为我想成为的那个人吧。                                  2020.05.01   01：28                                              HELEN [组图共3张] 原图 ,2020-05-01 01:49,1,0,0
IFMKv7NSX,足彩ZY,男,澳门,450,217,"足彩ZY:近日曼联CEO伍德沃德通过电话会议发表讲话，谈到了今年夏窗的转会运作问题。伍德沃德指出疫情让各家俱乐部的财政受到严重的影响，夏窗的转会市场将会冷却下来，很难有上亿英镑的转会出现。“任何人都不应该对足球世界每个人面临的挑战难度抱有任何幻想。在这个夏天的转会市场上，包括我们在内的任何俱乐部可能都不会像往常一样投入资金。”“和以往一样，我们的首要任务是球队的成功，但我们需要了解整个行业受到的影响，包括转会窗口的时间，以及更广泛的财务状况，然后才能谈论回归正常。在此基础上，我不禁感到，关于今夏球员上亿英镑转会费用的猜测似乎忽视了这项运动面临的现实。”“我们必须认识到，我们的成功商业模式在履行社会责任方面发挥了重要作用。我们一直相信我们的商业模式给了我们比大多数俱乐部更大的弹性，我们感谢商业伙伴在帮助我们实现这一目标方面给予的持久支持。”“我们希望看到球队尽快返回赛场——只要我们被告知这样做是安全的,我们希望完成这个赛季，在英超、欧联杯和足总杯停摆的情况下，我们仍然对这个赛季抱有很大的期望。我们正在与足球管理机构就何时以及如何实现这一目标进行持续对话。”“虽然短期内比赛可能需要空场进行，但我们都认识到，只有球迷再次来到现场观战的时候，足球才会完全回归正常。” 原图 ",2020-05-01 01:49,0,0,0
IFMIqlU4y,你特喵就是夏洛啊,男,江苏,31,5,你特喵就是夏洛啊:今天是认识何小姐的第五个月，在一起的五个月，前四个月一直感觉很甜蜜，工作以后，各种压力扑面而来，家人催着买房，自己又想换工作，疫情影响二月份工资又只发一半，想跳槽又不敢，一直心情很低沉，忽略了何小姐的感受，明天晚上在湖边散步到十一二点，回宿舍基本都是洗漱完就看会电视睡觉。何小姐提成分手时并没有感觉到什么，就以为是简单的吵架，正好想一个人静静。到后来 何小姐说出来的种种事情，才发现原来我一直都没顾及她的感受，我只是一味地享受爱情的甜蜜，没有在乎她的痛苦。自己一直是那种不喜欢把爱挂在嘴边的人，不喜欢说那些甜言蜜语，就喜欢有什么说什么。唉，或许就不适合恋爱吧。今天把何小姐删了，很心痛，希望她以后可以找到那个满眼是她满心是她的那个人吧。 ,2020-05-01 01:43,0,0,0
IFMG1Elh2,芒果味的王思琪,女,天津,127,195,芒果味的王思琪:深夜感慨🌟    要感谢这次疫情 让我有了这么长的时间能陪在爸爸妈妈身边 恐怕正式工作以后再也没有这样的机会了 太太太满足目前的状态了 每天都能吃到妈妈做的好吃的 也很庆幸爸爸相当尊重我自己的选择 选择我自己喜欢的事 不管是对是错 都能得到我爱的人的支持 就真的心满意足了 或许所有人都想去闯荡世界 可我只想留下来给妈妈洗碗 这世上的温柔 一定要记得留给爸爸妈妈一份💕    一段好的恋爱带给女孩子的影响是深远的 以前我真的是一个极度悲观的人 遇到什么事都不会往好的方面想 可是和我大哥在一起以后 他改变了我 他让我变得有了自信 社会这条路 他先替我走了一遍 从他快要毕业到我即将毕业 一起成长 慢慢优秀 日子虽然平淡 但别人有的他也没有亏欠我半分 双向奔赴快乐加倍才有意义 🌈    这是来自5月第一天的碎碎念 是一个新的开始 大家5🈷️也要开心呀 晚安💤 http://t.cn/RDnEUnO 显示地图 ,2020-05-01 01:38,0,0,0
IFMFmDJqe,美股charttrader,男,海外,29,234,美股charttrader:#海外抗疫日记##美国疫情# 看瑞典街头采访，大家该吃吃该喝喝，完全一副生死有命富贵在天的样子，真让人羡慕。美国人看了之后总结了一下，说是世界上有三种防疫模式：中国式；瑞典式；美国式。前两者都有明确目的，中国准备靠疫苗达到群体免疫，瑞典靠拼自身体抗力达到全体免疫。这两个都有优劣之处。美国式的防疫则是大家各自为政，各行其事，目的不统一，最终呢，死亡人数已经超6万了，还不知道什么时候是头呢。 ,2020-05-01 01:36,2,0,0
IFMEHvjx8,中关村发展集团,男,北京,100,198607,中关村发展集团:[中关村软件园直面招聘难题 打造人才服务新格局]为了助力企业远程甄选人才，中关村软件园人力资源联盟主动作为，创新服务形式，快速上线云招聘平台，密集启动系列大型线上招聘专场，形成了政府、高校、联盟、企业多方联合开展就业服务的新格局，最大限度降低了疫情对企业招聘和毕业生就业的影响。http://t.cn/A6AqSqKW ,2020-05-01 01:34,0,0,0
