微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
IARuo6pLg,硚口发布,男,湖北,248,100715,"硚口发布:【抗疫在基层】社区守护人       接电话、接很多电话，有进行咨询的、有求助就医的，还有恐惧求安慰的，这可能是疫情暴发初期社区医生最直观的感受。疫情发生后,大部分三甲医院逐渐暂停了普通门诊的接诊工作。一些非新冠肺炎的患者需要就医用药，又不能出门，只有给社区医生打电话求助。“常用耳朵去聆听，总用仁心去帮助”，这是硚口区汉水桥街道社区卫生服务中心的家庭医生黄莹经常说的一句话。疫情期间，她不知道为多少社区居民提供了健康咨询和用药指导。社区有一位长期卧床的老人每个月要更换一次鼻饲管，以前一直是由一家三甲医院的医生定点来为他更换，疫情发生后，医生无法前来。黄莹接到求助电话后，二话没说，结束工作后利用有限休息时间为老人上门解决了问题。而这些只是黄莹的“课外作业”，她每天还要在中心发热门诊进行发热患者的预检筛查，指导发热患者分级分类就诊就医；还会与社区干部一起上门入户对密切接触者进行检测、排查。有一次，当她处理完所有事务，安排好最后一位患者顺利转院后，天边已泛起微光。 [组图共3张] 原图 ",2020/3/29 16:41,1,0,0
IARuh3f4p,攀枝花-平安东区,男,四川,283,10231,攀枝花-平安东区:【白天是“证人”晚上变“嫌疑人”民警夜查酒驾偶遇“老熟人”】#疫情当前 警察不退#近日，苏州吴江黎里交警中队民警设卡夜查时，查获醉驾嫌疑人蔡某。民警先是觉得蔡某眼熟，随即想起白天刚与蔡某见过面。原来前一晚，蔡某的朋友周某酒驾被查。作为同桌饮酒的朋友，蔡某当天白天作为证人曾陪周某一起到交警中队接受询问。然而，没想到蔡某并没有吸取朋友的教训，当晚自己便醉驾被查。经检测，蔡某体内酒精含量高达94mg/100ml。目前，蔡某已被@吴江公安 依法采取刑事强制措施。 http://t.cn/A6ZcrIjb http://t.cn/R2WxuEq 显示地图 ,2020/3/29 16:41,0,0,0
IARucAgtv,十堰高警,男,湖北,383,2563,十堰高警:#英国新冠肺炎已致死逾千人#【为出门有多执着？#英国居民穿吉利服上街#被邻居拍下】疫情下，英国人为了出门绞尽脑汁，连绿色吉利服都穿上了，把自己扮成绿植，不料这“鬼鬼祟祟”行走的身影全被邻居的镜头拍摄了下来据新华社，英国卫生部28日发布的数据显示，英国新冠肺炎累计确诊17089例，#英国较前一日新增确诊2546例#；累计死亡病例数升至1019例。#全球疫情##海外抗疫日记##海外疫情速报# http://t.cn/A6ZcRZFP ,2020/3/29 16:41,1,2,0
IARu9zDFv,十元里露,女,北京,508,3522,十元里露:对于我这样的发烧专业户来说疫情期间真的随时上演提心吊胆，观察了近一天还是不退烧，在多方关心和建议下到了医院接受盘问以及挨了一管血🌚来的时候为了避免给别人带去麻烦，只能顶着北京的风骑车到医院，一路上直冒冷汗、浑身酸软，检查结果出来是病毒性感冒后，我感觉瞬间充满了力量回家路上要买点鲍师傅庆祝一下，以及大家疫情期间照顾好自己 http://t.cn/z82s89O 显示地图 [组图共3张] 原图 ,2020/3/29 16:41,12,0,13
IARu87Z9v,爱搞研究的大仙,男,湖北,652,978,爱搞研究的大仙:#湖北荆门公布1例无症状感染者轨迹##湖北荆门寻无症状感染者接触者# 真的是晴天霹雳，根据调查是因为她封城前走过在武汉治疗甲状腺的经历，2020年1月18日从武汉乘火车返回荆门钟祥，在家隔离了61天，期间有低热咳嗽的症状，但是她以为是感冒吃了感冒药，让潜伏期延长导致的，所以疫情并没有结束，请大家一定要带好口罩，不聚集，勤洗手，和人保持距离，荆门太难了   http://t.cn/R2Wx8U5 显示地图 ,2020/3/29 16:40,34,2,10
IARu7z1iu,全球视频娱乐榜,女,上海,140,762401,全球视频娱乐榜:#香港记者拿台湾问题碰瓷世卫组织#在香港电台英文台28日的一档节目中，一名女记者视频采访世卫组织总干事高级顾问布鲁斯·艾尔德。被反复询问WHO是否会重新考虑台湾的成员资格时，艾尔德当即选择挂断了电话。再次拨通后，记者仍未放弃：“是否能评价一下台湾在疫情方面所做的努力？”艾尔德回应道：“刚刚我们已经讨论过中国了。”http://t.cn/A6ZcVaMs ,2020/3/29 16:40,3,0,1
IARu7xRmV,NF聚集bot,男,其他,14,9500,NF聚集bot:NF-145我是一名ISTJ，之前放寒假的那一段时间，我因为一些事情和朋友闹矛盾了，其实我们都有错，可是我一时冲动，把她们给删了，通过疫情的这段时间，我想清楚了很多，也觉得我当初删掉她们实在是不对。所以前一段时间跟其中一位朋友发了“对不起”如下，她回了我那么大一段话！朋友们，我想问一问，大家觉得可以从她的这段话中看出她的MBTI吗？我该怎么回复她比较好？谢谢---（居然有st来投稿了 大家帮帮她吧！ 原图 ,2020/3/29 16:40,18,0,5
IARu5vH0a,四川法治报,男,四川,444,107660,四川法治报:【#湖北荆门公布1例无症状感染者轨迹#】2020年3月27日，1名甲状腺疾病患者到市一医院（南院区）就诊入院，3月28日经核酸检测，结果为新冠肺炎阳性检测者，诊断为无症状感染者。该患者3月27日上午从钟祥市磷矿镇乘杨湾至荆门客车，10时19分到达荆门汽车客运北站，10时24分从荆门汽车客运北站公交站台乘坐9路公交车（车牌号：鄂H1B193，患者坐于该车左边倒数第三排），11时7分在象山大道一医南院站台下车，沿途共有乘客26人（男性14人、女性12人）。为做好该例新冠肺炎无症状感染者接触人员的跟踪管理工作，防范疫情反弹潜在风险，现就有关事项通告如下：一、请与该患者在同一时段、同一车辆乘车的市民（包括与其近距离接触的人员）主动通过电话向所在村（社区）报告，并自行居家隔离14天。二、隔离期间，凡出现发热、咳嗽等不适症状，请第一时间通过电话向所在村（社区）报告，由村（社区）及时组织其到医疗机构发热门诊就诊。三、如不主动报告，不及时就诊，导致疫情扩散的，将依法追究当事人的法律责任。@人民网湖北频道 http://t.cn/A6ZfICsu 原图 ,2020/3/29 16:40,0,0,0
IARu3q4Qd,盘龙先生御用,男,河南,1097,11872,盘龙先生御用:这个省开学紧急按下暂缓键！这几天，又有多地官宣开学时间，包括山西、湖南、吉林和福建。不过，云南省教育厅却在27日零点发出“云南省教育厅关于高三初三年级外其他学生暂不开学的通知”。通知称：各州、市教育体育局： 除高三、初三年级外，其他学段、年级学生暂不开学。具体开学时间另行通知。高三、初三年级已经开学的学校，要严格落实校园疫情防控和安全管理措施，确保师生生命健康安全。可是，在云南省教育厅3月11日发... http://t.cn/A6Zf9XCn http://t.cn/RghlcLS 显示地图 原图 ,2020/3/29 16:40,1,0,0
IARtUi6QV,伊安2012,女,江苏,386,156,伊安2012:两个神经病，搞乱了西方世界！鲍里斯，因为他敢于与欧洲翻脸，所以当上了首相，成功地帮英国脱欧。川普，因为他敢于与中国翻脸、敢于与世界翻脸，所以他当上了总统，于是与全世界翻脸了。老牌帝国都走到了穷途末路，都需要通过撕破脸来拯救自己，于是，搞了两个敢于撕破脸的神经病上台，但马上就吃到了两个神经病的苦头。鲍里斯搞群体免疫，结果自已、女王、王储，都带头染上了，算是为群体免疫尽职尽责了。不过，群体免疫可不光害自己，中国的输入病例最大来源国就是英国，而与中国来往最多的是日、韩、美、澳、加，英国跟本排不上，但却供献了最多的输入病例，说明什么？说明英国的疫情很严重了，跟本不是报出的数字！鲍里斯脱欧有功，但防疫确实太神经病了！川普有个中文名，川建国。逼迫中国每年从美国增加两亿美元进口，看起来很成功，但防疫方面表现出的神经病特质己经无法容忍，现在美国可能出现二十个武汉，而且比武汉还严重，因为武汉封城时只有五百多例，而美国现在一大半的州超过了五百例。而美国能不能严格封城两个月？ [组图共2张] 原图 ,2020/3/29 16:40,0,0,0
