微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
ItC7djxSN,猫医_,男,上海,41,653,猫医_:其实已经有段时间不主动关注疫情了，害怕坠在这个无力的情绪里出不来。每次打开微博首页，铺天盖地的求救信息，往日的大V博主，现在变成了最大的求助宣传窗口。即使只能看到文字，耳边依旧能听到求助者的呜咽。打开电视，新闻里滚动播放着出院人数增加，各省医疗队伍的支持。而在互联网中，一床难求；患者自杀；江苏几千人的救援队在武汉搁置了4小时吃不到饭..看着听着好消息和坏消息反复叠加。前几天站在街道上，四下无人。我站在街口发愣，真诚的疑惑着，上海怎么变成这样了。近几日体会最深的便是，这片土地，拥有最好的人民。凭一己之力运输防疫物资的无名者；倾囊相助的基层工作者；不断捐赠食粮的农民；为疫区提供三餐的饭馆老板；努力维持公司运转，为员工提供坚实后盾的企业家；自愿打扫隔离点医疗卫生，已确诊的患者；社区的服务人员；司机；老师；外卖员；监督zf的网友；还有我们全国各省前仆后继的医护人员。我们同仇气恺拧成了一股绳。我们一定会赢。 ,2020-02-11 00:41,0,0,0
ItBZNxIG3,BX_Mary,女,甘肃,129,107,BX_Mary:#疫情过后你和你的好朋友#年前约的火锅不知道撒时候能吃上😤  ,2020-02-11 00:22,1,0,4
ItBQ03uSm,滨海时报,男,天津,720,554593,滨海时报:【战“疫”一线，党员故事让人心里热乎】#共同战疫# 党徽闪亮，党旗飘扬；疫情无情，党员冲锋。连日来，在新区疫情防控阻击战中，广大党员冲锋在街镇社区一线，奋战在一线，不仅把使命担当写在与“疫魔”缠斗决战的战场，也把温暖与关爱送到百姓身边，上演着一幕幕群众身边的党员“温暖好故事”。详情→http://t.cn/A6hzhUAz 原图 ,2020-02-10 23:58,1,0,0
ItBPSEaiS,唯蜜瘦创始人,女,湖南,136,646927,唯蜜瘦创始人:#唯蜜瘦[超话]# 看❗️我代理肖肖十天流水👇疫情面前不仅͏要 生 存‬也要‪生活‪如⁢果⁢不是做⁢唯蜜 瘦‭ 待家里哪里有收入⁡多⁡少 上 班族‬、各‬行业实 体 店大中小型⁢企业在͏这一次͏疫情中受‪影‎响‎ 导致经济⁢链瘫痪！有这样一个好项目 不值得你了解一下嘛现阶段 还有什么小投资什么还能做到如此高的流水呢！ [组图共3张] 原图 ,2020-02-10 23:58,0,0,0
ItBPNAOAz,Au-swing,女,其他,139,237,Au-swing:第一天戴着口罩上班，可能是闷了一天的缘故，也可能是因为工作的紧迫感，更可能是意料之中大家稍有默契的沉默与距离感，都让人非常难受。回家后发现脸上闷出了一颗痘，不由地想起了那些在抗击疫情的医护人员，他们又该是怎样的难受，又得有多强的身心毅力，由心真的致敬。希望快快结束吧这样的日子。 ,2020-02-10 23:58,3,0,0
ItBPAjaRk,翔翔的猪猪,男,台湾,97,16,翔翔的猪猪:已经三天没回家的我们，今天总算是要挤出时间回家换掉身上穿了三天的衣服和看一下家中两老。因为临时要加班，到六点半才回到家。二老是早早就准备等我们回来，妈妈准备了好汤好菜，一边吃饭一边唠叨，这些家庭琐碎事竟然可以如此温暖幸福。妈妈说，先生值班的那天晚上，她没睡着。是啊，这么冷这么晚肯定会很担心。饭后一直在预约口罩，然而后台一直崩溃，无果。洗了澡九点多又要准备出发回单位了，一路沿街商铺一间也没开，自懂事起都没有见到过这样的场景，这种感觉会灰很冷，就像是拍电影时候会出现的末日场景。今晚先生又要值夜班了。疫情还没结束，停工停学那么久对整个社会整个国家来说损失无法估量。从年初三开始一直坚守在一线岗位上，我们到村宣传、排查、跟踪，我们设点看守。尊敬每一位奋战在一线的人，也感谢那些安安静静在家等待的人，希望我们能一起共克时艰，待到春暖花开之时，能够在街上看到大家温暖的笑容。        晚安。 [组图共3张] 原图 ,2020-02-10 23:57,0,0,0
ItBPqx4Zl,噗叽布丁,女,河北,284,42,噗叽布丁:从2019年9月份初辞职到过了十月小长假  这期间是我去年最压抑 最迷茫的时候。再到现在做着与自己专业毫无关系的工作  心里并不好受  但又觉得这是一场经历，新的目标 新的一年  每一刻都在告诉我们  珍惜 努力 加油 也能早日克服疫情，我们都能够慢慢好起来！#咱们一定可以克服这场疫情##广告设计# http://t.cn/RyhCqLI 显示地图 [组图共2张] 原图 ,2020-02-10 23:57,2,0,0
ItBPnlcyC,广州市科学技术局,男,广东,98,54321,广州市科学技术局:【广州市科学技术局关于做好新型冠状病毒感染的肺炎疫情防控期间我市科学技术普及基地管理工作的通知 】为贯彻落实中央和省、市关于做好新型冠状病毒感染的肺炎疫情防控工作部署，充分发挥科普宣传作用，有效减少人员聚集，阻断疫情传播，更好保障人民群众生命安全和身体健康，现将疫情防控期间我市科学技术普及基地管理工作有关事项通知如下：http://t.cn/A6hzPrn9 ,2020-02-10 23:57,0,0,0
ItBPmqY3Q,Shamy_Z,女,河南,356,22,Shamy_Z:我真的真的不想上网课我想去学校我想出去逛街，到处去玩我想喝香香的甜甜的暖暖的奶茶想吃放很多很多花生碎和麻酱的麻辣烫想吃焦香脆的鸭腿饭里的鸭腿想吃鱼粉和米粉想吃铁板饭想吃大圣代想吃放很多种类好吃的菜的拌饭……总之，希望疫情快快走开带着霉运赶快咕噜咕噜的滚走 http://t.cn/R2WxHcq 显示地图 [组图共3张] 原图 ,2020-02-10 23:57,3,0,6
ItBPk66bY,长安号官微,女,陕西,522,110718,长安号官微:#西安抗疫最前线##联防联控 西安在行动#【复工了！员工防控怎么办？西安国际港务区这么做！】2月10日下午，市政府新闻办召开“西安市新型冠状病毒感染的肺炎疫情联防联控工作”新闻发布会（第八场），通报我市联防联控工作最新情况。据西安国际港务区疫情防控指挥部常务副指挥长，管委会党工委副书记陈博介绍，国际港务区春节期间未停工坚持生产的在建项目一共有33个，均为奥体中心配套的重点项目和学校建设项目，总施工人数约2800人。此外，派昂、京东、爱菊等保障医疗物资和群众生活必需品的企业也已经投入生产。陈博说，为了切实做好疫情防控，西安国际港务区主要采取了以下十个方面措施↓↓ 原图 ,2020-02-10 23:57,1,0,0
