微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,发布时间,点赞数,转发数,评论数
ItV2HFlYj,黑山老妖精阿,男,其他,18,11,黑山老妖精阿:一转眼就一个月了 想想和宝贝认识的经历都特别奇葩 与其说宝贝是我追过来的不如说是我引流加好友加过来的（我是微商） 真的遇见宝贝以后才相信缘分这两个字 真的从来没想过能遇到全身上下不管是性格也好还是平常做事的一些方式哪哪哪的都是我所理想的样子 可能也会有人说这是刚在一起 都是这样 我觉得我也相信 遇到合适的人在一起应该一切都不是问题 在一起32天了 刚开始每次见面因为宝贝家里面原因 每天下午不能回家太晚 所以每次都是早上七八点起床去找老婆  早上七八点去约会真的前所未有 但是反而会很开心 即使那么早也是精力充沛 因为只是想和老婆在一起的时间长一点 每次下午五六点就要回家每次送宝贝回家真的都特别难受 因为占有欲特别特别强所以恨不得天天把她黏到自己身上 1月23号见的最后一次面以后 到现在20天了因为疫情原因还没有见过秒 但是每天都会视频什么的 除了特别特别特别想宝贝以外也没有觉得会因为太久没有见面产生隔阂而吵架什么的 反而我觉得 这20天的视频生活让我更加懂得和宝贝在一起的时候了 真的最近才懂得去珍惜这些 也谈过不少次恋爱 也当过渣男 也玩弄过感情 但是遇到宝贝以后 心里面只有一个想法 就是和宝贝一直走下去 以后好好的在一起生活 再考虑结婚成家 现在是2020年 二月十三号 12：52分 在这许下一个小小的承诺 等我毕业了安定好自己就上门取老婆回家   ——一个月才很短 我们还会有以后更长的日子 我爱你 万佳惠❤️ 原图 ,2020-02-13 00:52,3,0,2
ItUXYAjrW,HZHFZH,男,广东,96,154,HZHFZH:不知不觉就这样过了13个月谢谢宝职让我认识了你毕竟现在在在异地恋我真的好想去接你回来这13个月里面你说我最多是粗鲁不会照你但是我一直在学校怎么样爱你怎么样让你开心等这次疫情过后我们要好好慰劳一下自己这段时间异地恋 我这几天一直都在等你睡着我在睡觉明天晚上听着你呼噜声入睡是一件很幸福的事我想你了宝贝@吃货_5555 [组图共5张] 原图 ,2020-02-13 00:40,4,0,1
ItUO3FwM3,hhhmq,女,广西,293,183,hhhmq:哈哈哈哈哈哈小陈可真可爱！#疫情过后你和你的好朋友#  原图 ,2020-02-13 00:16,1,0,0
ItUFYbyot,恋曲--2010,男,江西,358,194,恋曲--2010:今天是在家自我隔离办公的第三天，我的精神状态出现了点问题。上午吃过早饭后觉得有点恶心反胃，中午没有任何食欲一点东西没吃。于是开始胡思乱想，疫情焦虑似乎找上了我且迅速把我占领。我想了很多办法，喝水深呼吸数数运动，都没效果。这种情况我也不敢告诉旁人。傍晚把香薰点起来开始听歌，慢慢就完全好了。晚上食欲挺好，点了两个菜，我像一只长颈鹿一样爱吃绿叶菜。近期我的精神状态好像一直有点问题，很容易由于负能量陷入反复地抱怨消极和自我怀疑中。如果修改签名有用的话，我想过很多次把签名全部改成 勤快，正能量，健康生活 ，可惜这当然并不管用。夜深了，还需要继续处理白天落下的工作，除了感情外，工作也是我负能量的一大来源。迟迟找不到状态，我又开了一瓶酒，于是很快我的精神开始专注，感官更加敏感，头脑好像也更加清醒了。这样不好我知道，我只是到现在都没想清楚自己到底想成为一个怎样的人，到现在还是缺乏面对解决问题的勇气。希望春暖花开，我也能好起来。 [组图共9张] 原图 ,2020-02-12 23:56,2,0,5
ItUFQcSzb,钱江晚报,男,浙江,434,6798608,钱江晚报:【公海漂泊第18天！邮轮发现17例疑似感染者，湖北女孩崩溃大哭：我每天都在煎熬】目前停靠在日本横滨港外的“钻石公主号”邮轮，正成为疫情下的关注焦点。据日本厚生劳动省12日消息，“钻石公主”新增39例新冠肺炎确诊病例，其中包括一名检疫人员。加上之前船上已确诊感染的135人，这艘于1月20日出航的邮轮，至今新冠肺炎感染人数已增至174人。相比之下，与“钻石公主”同一天启航的意大利“赛琳娜号”邮轮，则要幸运许多。这艘邮轮吨位约为11.4万吨，总长290米，高14层，载有4000多名乘客及船员，其中，发现了17例新冠肺炎疑似感染者。万幸的是，经过检测，17份送检样本检测结果全部为阴性，排除新型冠状病毒感染肺炎。从最初听到消息的恐慌，到公海上有些无助的漂流，湖北女孩蒋莹莹和四川女孩彭晨，还在这场未知之旅中。她们决定直面恐惧，乐观应对↓↓（钱江晚报·小时新闻记者  陈曦） [组图共11张] 原图 ,2020-02-12 23:55,312,54,54
ItUFGbQDb,爱吃猫的大脸鱼吖,女,广东,56,200,爱吃猫的大脸鱼吖:好像跟身边的人聊的再好，也不会交换微博名字，因为微博对于我来说，真的就是一块净土了，我不想发泄自己的无厘头时还要被一堆人去评头论足。这个疫情足足让我一个人呆的够够的，但是出奇的觉得很舒服，也会有一些些恐慌，说实话也不知道自己在恐慌什么，心里有个声音告诉我，多社交多社交，一个声音告诉我看，随缘随缘，每当给家里问男朋友的时候估计是我最头疼的时候。其实我没有很多精力去重新认识一个人，然后去了解他，因为没兴趣所以不想，加上身体最近复查出了问题，更多时候是希望自己健健康康的，而不是去想感情的事。我身边结婚的人基本都是跟我吐槽婚姻生活，所以我根本对这一块没啥兴趣。疫情让我呆在宿舍，学会了做很多菜式，说实话2019年之前自己对做饭这一块就是盲区，煎蛋也不会放油那种，现在的厨艺真的突飞猛进，要是我以后有喜欢的人我一定要做给他吃，而且我做饭真的也蛮好吃的。今晚碎碎念就这样，喝瓶酸奶就睡觉了，明天继续远程打卡上班～ ,2020-02-12 23:55,1,0,0
ItUFj9Kfn,Jesse0376,男,浙江,9,2793,Jesse0376:如果有来生，人不到生命的最后一刻不会那么珍惜生命，所谓撒手人寰。一口气呼出去觉得这一切都是空的，人就这么一生一世，感谢上天造了这么一段缘，无论是尘缘还是孽缘，让你像风一样从这么星球上走过。如果有来生，你小时候依然可以光屁股在马路上奔跑；如果有来生，你在失恋的时候也会哭泣；如果有来生，你在成绩面前也会沾沾自喜；如果有来生，你在遇到最好的朋友依然把酒言欢，一醉不醒...多么希望他有，但是他在哪儿，好好珍惜，活在当下。仅以纪念那些在此次疫情中不幸离世的生命。 ,2020-02-12 23:54,0,0,0
ItUF7kUzL,微语个旧,女,云南,90,51269,微语个旧:个旧市第二例新冠肺炎患者确诊情况通报云南省卫健委通报，2月11日12时至24时，红河州个旧市新增确诊病例1例。患者，47岁男性，个旧市第1例确诊病例的丈夫，河南商丘人，常住个旧。经排查，2月5日患者从河南商丘市自驾云G牌照车辆启程返回个旧。2月7日凌晨05:30分到达个旧市八号洞交通检疫点，体温检测正常，随后驾车返回家中。2月7日上午8:30分患者陪同妻子从家中步行到个旧市人民医院绿春花塘综合门诊部，上午10:00分到天香园米线店购买米线，随后打包带走返回门诊部，下午14:00分从门诊部返回家中。2月8日上午9:40分从家中陪妻子步行到个旧市人民医院绿春花塘综合门诊部，上午10:00分到天香园米线店购买米线，随后打包带走返回门诊部，中午13:00分从门诊部回到家中。2月7日和2月8日下午分别到自家经营的店铺（个旧市鑫旺副食店）取东西3次。晚上19:00分到楼下健康宝药房和芝林大药房买药，随后返回家中。晚21:00分到新鲜水果店购买水果，21:30分回到家中。2月9日上午8:00分陪妻子到红河州第三人民医院就诊，随后转入个旧市传染病医院收治隔离治疗，2月11日晚22:30分转至红河州第一人民医院隔离治疗。目前，已对跟踪排查出的密切接触者42人采取医学隔离观察措施。由于接触过的人员有被感染的风险，根据《中华人民共和国传染病防治法》等有关规定，现发出通报。为了您本人和公众的健康，如果您在以上时间和地点与该确诊患者有过接触，请采取以下防控措施：一、请自行居家隔离，并第一时间电话联系市疾控中心或社区居委会，以便市疾控部门进行医学观察。市疾控中心24小时值班电话：0873-2124409。二、您及您的家人和有过接触的亲友，如有发热、干咳、胸闷、乏力、腹泻等症状，请及时向市疾控中心或社区居委会报告，由疾控部门研判后告知就医方式，不得自行驾车或乘坐公共交通工具前往就医。三、请广大市民不惊慌、不信谣、不传谣，在观察期间，请您不要外出，不要出入人员密集场所，不要接待亲友。个旧市委市政府应对新型冠状病毒感染肺炎疫情工作领导小组指挥部2020年2月12日 原图 ,2020-02-12 23:54,64,3,37
ItUF4Cf7t,可欣WLXJC0,女,黑龙江,552,479,可欣WLXJC0:随着疫情控制问题，不能出屋，那就索性彻底一点，连房间都不出…………闭关三天，看了三天有关阿尔兹海默症的纪录片和视频，都说人生难得糊涂，但有时候糊涂的是自己，担心的是家人。有些重要的事啊，即使我平时忘了，我不再记得了，但在某一个时刻，有些想法一闪而过，我也会再记起来。但是……要知道，如果这是一个很悲伤的故事，我就要在很多个无意间想起，被很多个无意间一次又一次的伤心……记起来，我会开心；但同时，我也很伤心…… 原图 ,2020-02-12 23:54,2,5,2
ItUEXzjp5,江干发布,女,浙江,566,299458,江干发布:【#关注#！关于在丁兰街道继续实行严格的疫情防控措施的通告】   根据浙江省最新通报，江干区属于较高风险的县（市、区）。1月22日至2月12日，丁兰街道范围内已报告发生10例新冠肺炎确诊病例。为阻止疫情扩散蔓延，根据《 中华人民共和国传染病防治法》 第四十三条和《杭州市人民政府关于调整“防控疫情、人人有责”十项措施的通告》的规定，结合省市区疾控专家专题风险评估建议，并经市疫情防控指挥部批准，经研究决定在丁兰街道继续实施严格的防控措施，具体如下： 原图 ,2020-02-12 23:53,23,16,28
